panel_id,panel_name,panel_date,panel_contact,panel_type
1-3UL-4984,Physical Sciences Panel - Chemistry,30 November 2010,"Sweet, Martin",NGBOPanel
1-3UL-4986,Physical Sciences Panel - Physics,01 December 2010,"Williams, Jonathan",NGBOPanel
1-3UL-4980,Physical Sciences - Materials,01 December 2010,"Peden, Alexandra",NGBOPanel
1-3UP-2,CDIP Discipline Hopping 2010: EPSRC & ESRC,02 December 2010,"Francis, Samantha",NGBOPanel
1-3UP-18,PDRF Physics Sift Panel,03 December 2010,"Howes, Amanda",NGBOPanel
1-3UP-15,Challenging Engineering ICT Interviews,07 December 2010,"Headen, Thomas",NGBOPanel
1-3UP-14,Cloud Computing for Research,09 December 2010,"Davis, Matthew",NGBOPanel
1-3UP-17,Challenging Engineering M3E Interviews,09 December 2010,"Soulsby, Susan",NGBOPanel
1-3UP-16,Challenging Engineering PES Interviews,13 December 2010,"Batchelor, Caroline",NGBOPanel
1-3UP-9,Programme Outline Meeting,15 December 2010,"Daniel, Katie",NGBOPanel
1-3UP-8,Platform Outline Meeting,15 December 2010,"Ghaffar, Talit",NGBOPanel
1-358G9,SUPERGEN Marine Energy Hub Interview,11 January 2011,"Bateman, Neil",NGBOPanel
1-3AA58,Promoting CDip Research Sift,27 January 2011,"Francis, Samantha",NGBOPanel
1-3D15F,EPSRC ICT Responsive Mode - Feb 2011,01 February 2011,"Rose, Andrew",NGBOPanel
1-3JHP7,PDRF Maths Sift Panel,01 February 2011,"Mora, Caterina-Eloisa",NGBOPanel
1-3AJ78,EPSRC-NPL,02 February 2011,"Edwards, J",NGBOPanel
1-35GUJ,ICT Programme Grants Interviews,02 February 2011,"Blaney, Katie",NGBOPanel
1-3DYLT,Platform Grants Full Proposals (Feb 2011),03 February 2011,"Ghaffar, Talit",NGBOPanel
1-364W6,Physical Sciences Chemistry - Feb,09 February 2011,"Williamson, Clare",NGBOPanel
1-3E07A,Physical Sciences Physics - Feb,09 February 2011,"O'Reilly, Cora",NGBOPanel
1-353QT,Physical Sciences Materials - Feb,09 February 2011,"Stear, Natalie",NGBOPanel
1-35FEU,Process Environment & Sustainability,10 February 2011,"Tansley, Claire",NGBOPanel
1-3AEJO,CDIP PDRF Sift Meeting (Feb 11),10 February 2011,"Brown, Zoe",NGBOPanel
1-3DXL0,PDRF Physics Interviews,11 February 2011,"Howes, Amanda",NGBOPanel
1-353T1,EPSRC Centre for Innovative Manufacturing Panel B,15 February 2011,"Farrow, Anne",NGBOPanel
1-3JHUT,PDRF Maths Interview Panel,15 February 2011,"Watkin, Laura",NGBOPanel
1-4ETMH,Platform Grants Outlines February 2011,16 February 2011,"Ghaffar, Talit",NGBOPanel
1-4ETN2,Programme Grants Outlines February 2011,16 February 2011,"Farrow, Anne",NGBOPanel
1-3AWO7,"Materials, Mechanical and Medical Engineering",16 February 2011,"Turner, Chloe",NGBOPanel
1-353TF,EPSRC Centre for Innovative Manufacturing Panel A,17 February 2011,"Farrow, Anne",NGBOPanel
1-36575,ChemBio Collaborative Networks,21 February 2011,"Guernion, Nicolas",NGBOPanel
1-3FDXT,Creativity in Composites Engineering,22 February 2011,,NGBOPanel
1-42CON,Promoting CDip Research Interview,23 February 2011,"Francis, Samantha",NGBOPanel
1-3ACCC,CDIP PDRF Interview Meeting (Feb 2011),24 February 2011,"Brown, Zoe",NGBOPanel
1-42FSY,Crossing the Chasm,24 February 2011,"Davis, Matthew",NGBOPanel
1-4MXUL,Nuclear Fission Network Champion,28 February 2011,,NGBOPanel
1-3B7B2,Novel Technologies for Cross-disciplinary Research Sift Panel Meeting,01 March 2011,"Brown, Zoe",NGBOPanel
1-364SK,Physical Sciences Programme Grants Interviews,01 March 2011,"Daniel, Katie",NGBOPanel
1-3B4R1,Digital Economy Research in the Wild,01 March 2011,"Collins, Hannah",NGBOPanel
1-3B7DB,HPC Software Development 2010-11,02 March 2011,"Jones, Emma",NGBOPanel
1-364TT,Mathematics Prioritisation Panel Meeting March 2011,03 March 2011,"Mora, Caterina-Eloisa",NGBOPanel
1-46SZQ,Digital City Exchange Interview Panel,03 March 2011,"Soulsby, Susan",NGBOPanel
1-46UB7,Low Carbon Vehicles IDP5 Interviews,07 March 2011,"Bailey, Richard",NGBOPanel
1-47XGH,Geological Disposal of Nuclear Waste,07 March 2011,"Elsby, Stephen",NGBOPanel
1-4HPB6,Nano Grand Challenges Phase II,08 March 2011,,NGBOPanel
1-3CYW7,Energy Networks Grand Challenge,08 March 2011,"Wright, Andrew",NGBOPanel
1-3X7V6,Strategic Japanese-UK Cooperative Program 3rd Call,08 March 2011,"Williams, Jonathan",NGBOPanel
1-3S0O1, Basic Technology CDT Lite,15 March 2011,"Bateman, Neil",NGBOPanel
1-3KMTB,EPSRC ICT Responsive Mode - Mar 2011,15 March 2011,"Hulkes, Alex",NGBOPanel
1-3X7UZ,India-UK Collaborative Research Initiative in Fuel Cells,15 March 2011,,NGBOPanel
1-4ENYC,Bridging the Urban and Rural Divide,15 March 2011,"Collins, Hannah",NGBOPanel
1-364OM,SUPERGEN Bioenergy Hub Interview Panel,17 March 2011,"Bateman, Neil",NGBOPanel
1-3XD7O,Adaptation and Resilience of the UK Energy System to Climate Change,17 March 2011,"Holtum, David",NGBOPanel
1-3B7BI,Novel Technologies for Cross-disciplinary Research Interview Panel,22 March 2011,"Brown, Zoe",NGBOPanel
1-4VMCX,Ground and Structural Engineering Research Challenge Networks,07 April 2011,"White, Christopher",NGBOPanel
1-5P6M3,Platform Grant Outlines 12 April 2011,11 April 2011,"Ghaffar, Talit",NGBOPanel
1-5P6MA,Programme Grant Outlines 12 April 2011,12 April 2011,,NGBOPanel
1-4KMM8,"Materials,Mechanical and Medical Engineering",19 April 2011,"Turner, Chloe",NGBOPanel
1-4HBOB,EPSRC Physical Sciences Chemistry*,12 May 2011,"Higlett, Claire",NGBOPanel
1-4HIR9,EPSRC Physical Sciences Physics - May,12 May 2011,"Williams, Jonathan",NGBOPanel
1-4FXCH,EPSRC Physical Sciences Materials - May,12 May 2011,"Peden, Alexandra",NGBOPanel
1-4ESPX,EPSRC ICT Responsive Mode - May 2011,18 May 2011,"Turner, Christina",NGBOPanel
1-6QN28,Offshore Renewable IDC Technologies,23 May 2011,"Wright, Andrew",NGBOPanel
1-5X21F,Mathematics Prioritisation Panel Meeting May 2011,24 May 2011,"Ward, Michael",NGBOPanel
1-4YFYT,Platform Grants Full Proposals 26 May 2011,26 May 2011,"Blaney, Katie",NGBOPanel
1-4U4ZK,Process Environment & Sustainability,08 June 2011,"Tansley, Claire",NGBOPanel
1-74P9V,Mathematical Sciences Taught Course Centres,09 June 2011,"Blackstone, Vivienne",NGBOPanel
1-7KJA6,CSIT IKC Panel,13 June 2011,"Heathman, Robert",NGBOPanel
1-3V16Q,Fellowships 2011 Interview Panel B,14 June 2011,"O'Reilly, Cora",NGBOPanel
1-3FE4D,Fellowships 2011 Interview Panel C,14 June 2011,"Williams, Jonathan",NGBOPanel
1-6C5OE,Programme Grant Outlines 14 June 2011,14 June 2011,"Daniel, Katie",NGBOPanel
1-6C5O5,Platform Grant Outlines 14 June 2011,14 June 2011,"Ghaffar, Talit",NGBOPanel
1-3S0MD,Fellowships Interviews Panel A,14 June 2011,"Mora, Caterina-Eloisa",NGBOPanel
1-3E3E4,Fellowships 2011 Interview Panel E,21 June 2011,"Higlett, Claire",NGBOPanel
1-3S03I,Fellowships 2011 Interviews - Panel D PES,21 June 2011,"Ghaffar, Talit",NGBOPanel
1-3DXP8,Fellowships 2011 Interviews Panel G,28 June 2011,"Tillman, Louise",NGBOPanel
1-492UP,Fellowships 2011 Interviews Panel F (ICT),28 June 2011,"Lawrence, Andrew",NGBOPanel
1-7ID7R,"Materials, Mechanical and Medical Engineering",30 June 2011,"Lascelles, Michelle",NGBOPanel
1-4YSJF,EPSRC ICT Responsive Mode - July 2011,13 July 2011,"Hulkes, Alex",NGBOPanel
1-6C5ON,Programme Grant Outlines 16 August 2011,16 August 2011,"Daniel, Katie",NGBOPanel
1-6C5OW,Platform Grant Outlines 16 August 2011,16 August 2011,"Ghaffar, Talit",NGBOPanel
1-CBHMQ,Autonomous and Intelligent Systems Sift,18 August 2011,"Crook, Simon",NGBOPanel
1-A0PGF,Collaborative Computational Projects,23 August 2011,"Morrell, Susan",NGBOPanel
1-9MGDW,"Materials,Mechanical and Medical  Engineering",01 September 2011,"Hanlon, Tracy",NGBOPanel
1-8XKKZ,Mathematics Prioritisation Panel Meeting September 2011,05 September 2011,"Blackstone, Vivienne",NGBOPanel
1-4ESWN,EPSRC ICT Responsive Mode - Sep 2011,06 September 2011,"Hulkes, Alex",NGBOPanel
1-85U2O,Programme Grant Interviews - 7 September 2011,07 September 2011,"Blaney, Katie",NGBOPanel
1-8YD27,EPSRC Physical Sciences Chemistry - September 2011,08 September 2011,"Sweet, Martin",NGBOPanel
1-9VU68,Process Environment & Sustainability,08 September 2011,"Tansley, Claire",NGBOPanel
1-98PRY,EPSRC Physical Sciences Physics - September,08 September 2011,"Howes, Amanda",NGBOPanel
1-8GVAV,EPSRC Physical Sciences Materials - September,09 September 2011,"Guernion, Nicolas",NGBOPanel
1-4YFZ2,Platform Grants Full Proposals 12 Sept 2011,12 September 2011,,NGBOPanel
1-6C5P5,Platform Grant Outlines 18 October 2011,18 October 2011,"Ghaffar, Talit",NGBOPanel
1-6C5PE,Programme Grant Outlines 18 October 2011,18 October 2011,"King, Emma",NGBOPanel
1-EDN7J,EPSRC Equipment Business Case October 2011,18 October 2011,"Douglas, Susie",NGBOPanel
1-EBV4L,Follow-on Fund,18 October 2011,"Mahoney, David",NGBOPanel
1-EPI6X,IU-ATC - Phase 2,21 October 2011,,NGBOPanel
1-4YSTG,EPSRC ICT Responsive Mode - Oct 2011,26 October 2011,"Hulkes, Alex",NGBOPanel
1-C9RXU,"Materials, Mechanical and Medical Engineering",03 November 2011,"Edwards, Janet",NGBOPanel
1-GSMGV,Programme Grant Outlines (22 November 2011) (Extra Meeting),22 November 2011,"King, Emma",NGBOPanel
1-CBSJZ,Process Environment & Sustainability,24 November 2011,"Tansley, Claire",NGBOPanel
1-9HJ8X,SUPERGEN Marine Challenge - Accelerating the Deployment of Marine Energy (Wave and Tidal),24 November 2011,"Bateman, Neil",NGBOPanel
1-CC18C,EPSRC Physical Sciences Chemistry - December 2011,01 December 2011,"Rooke, Katherine",NGBOPanel
1-CC9AG,EPSRC Physical Sciences Materials - December,01 December 2011,"Stear, Natalie",NGBOPanel
1-CC99V,EPSRC Physical Sciences Physics - December,01 December 2011,"James, Natalie",NGBOPanel
1-FBZMR,EPSRC Grand Challenge in Integrated Energy StoragEe for the Network,05 December 2011,"Riches, Samantha",NGBOPanel
1-C9H20,EPSRC ICT Responsive Mode - Dec 2011,07 December 2011,"Hulkes, Alex",NGBOPanel
1-DX2Y5,Platform Grant Outlines 12 December 2011,12 December 2011,"Ghaffar, Talit",NGBOPanel
1-GXGC9,Programme Grant Outlines 12 December 2011,12 December 2011,"King, Emma",NGBOPanel
1-C9S1U,"Materials, Mechanical and Medical Engineering",13 December 2011,"Ghaffar, Talit",NGBOPanel
1-FEH5G,Autonomous and Intelligent Systems Meeting,15 December 2011,"Crook, Simon",NGBOPanel
1-AMMWH,Platform Grants Full Proposals 19 & 20 January 2012,19 January 2012,"Ghaffar, Talit",NGBOPanel
1-I2G2E,IKC Review Panel University of Leeds,23 January 2012,"Heathman, Robert",NGBOPanel
1-CEJXX,Mathematics Prioritisation Panel Meeting January 2012,30 January 2012,"Blackstone, Vivienne",NGBOPanel
1-4ESWW,EPSRC ICT Responsive Mode - Feb 2012,01 February 2012,"Hulkes, Alex",NGBOPanel
1-GIE5O,Programme Grant Interviews - 2 February 2012 (ICT),02 February 2012,"Blaney, Katie",NGBOPanel
1-CEBVA,Engineering Prioritisation Meeting - 3 Feb 2012,03 February 2012,"Edwards, Janet",NGBOPanel
1-J84G2,EPSRC Equipment Business Case February 2012,07 February 2012,"Douglas, Susie",NGBOPanel
1-GWODV,SUPERGEN Bioenergy Hub 2,08 February 2012,"Bateman, Neil",NGBOPanel
1-CEYS0,EPSRC Physical Sciences Chemistry - February 2012,08 February 2012,"Williamson, Clare",NGBOPanel
1-I9NCS,Data Intensive Systems (DaISy),09 February 2012,"Hulkes, Alex",NGBOPanel
1-CEORP,EPSRC Physical Sciences Materials - February,09 February 2012,"Crook, Simon",NGBOPanel
1-CEYSL,EPSRC Physical Sciences Physics - February,09 February 2012,"Howes, Amanda",NGBOPanel
1-I4YCP,SUPERGEN HFC Hub,14 February 2012,"Bateman, Neil",NGBOPanel
1-LMS3P,Platform Grant Outlines 14 February 2012,14 February 2012,,NGBOPanel
1-LMS1F,Programme Grant Outlines 14 February 2012,14 February 2012,"King, Emma",NGBOPanel
1-I430M,Fellowships in Manufacturing,21 February 2012,"Fleming, James",NGBOPanel
1-I4YCV,SUPERGEN Solar Hub Interviews,21 February 2012,,NGBOPanel
1-LF236,UK CCS Centre Hub Interview Panel - Feb 2012,23 February 2012,"Hulkes, Alex",NGBOPanel
1-M3YSR,Innovation and Knowledge Centres (CP1) Cambridge,24 February 2012,"Heathman, Robert",NGBOPanel
1-FUOG1,Programme Grant Interviews - 1 March 2012 (Physical Sciences),01 March 2012,"Peden, Alexandra",NGBOPanel
1-DWPTU,Mathematics Prioritisation Panel Meeting March 2012,05 March 2012,"Blackstone, Vivienne",NGBOPanel
1-JVXO9,EPSRC Physical Sciences Fellowships - March 2012,06 March 2012,"Higlett, Claire",NGBOPanel
1-L7TM8,Physics Grand Challenges NetworksPlus,06 March 2012,"James, Natalie",NGBOPanel
1-KZFDT,Programme Grant Interview (External) - 7 March 2012,07 March 2012,"Gillespie, Derek",NGBOPanel
1-C9H4U,EPSRC ICT Responsive Mode - Mar 2012,07 March 2012,"Hulkes, Alex",NGBOPanel
1-KWAUD,Programme & Large Grant Interviews (8 March 2012) Eng,08 March 2012,"Soulsby, Susan",NGBOPanel
1-GE81B,Carbon Capture and Storage for Natural Gas Power Stations,09 March 2012,"Williams, Jacqui",NGBOPanel
1-DWM54,EPSRC Mathematics Fellowships - March 2012,13 March 2012,"Blackstone, Vivienne",NGBOPanel
1-LM76Z,EPSRC ICT Fellowship Interviews - March 2012,13 March 2012,"Turner, Christina",NGBOPanel
1-M67LK,TEDDI,15 March 2012,"Holtum, David",NGBOPanel
1-J5YOM,EPSRC Energy Storage Grand Challenge Interview Panel,15 March 2012,,NGBOPanel
1-L3RSX,End Use in Energy Demand (EUED) Research Centres Outlines,19 March 2012,"Holtum, David",NGBOPanel
1-K1299,Engineering Prioritisation Meeting - 20 March 2012,20 March 2012,"Hanlon, Tracy",NGBOPanel
1-NJQLR,Manufacturing the Future-Centres for Doctoral Training,28 March 2012,"Fleming, James",NGBOPanel
1-OULZ4,Platform Grant Outlines 16 April 2012,16 April 2012,,NGBOPanel
1-OV8SC,Programme Grant Outlines 16 April 2012,16 April 2012,"King, Emma",NGBOPanel
1-M3YSJ,Innovation and  Knowledge Centres (CP1) Swansea,17 April 2012,"Heathman, Robert",NGBOPanel
1-KVB99,EPSRC/DSTL Signal Processing in a Networked Battlespace - Outlines,18 April 2012,"Brown, Zoe",NGBOPanel
1-DSDMP,EPSRC Physical Sciences Materials - April,18 April 2012,"Birch, Nigel",NGBOPanel
1-KI08P,EPSRC Physical Sciences Physics - April,18 April 2012,"James, Natalie",NGBOPanel
1-KI096,EPSRC Physical Sciences Chemistry - April 2012,18 April 2012,"Sweet, Martin",NGBOPanel
1-J84CD,Future ICT-enabled Manufacturing Outlines,19 April 2012,,NGBOPanel
1-C9H59,EPSRC ICT Responsive Mode - Apr 2012,24 April 2012,"Hulkes, Alex",NGBOPanel
1-N1KC5,EPSRC Equipment Business Case - April 2012,25 April 2012,"Douglas, Susie",NGBOPanel
1-K129Z,Engineering Prioritisation Meeting - 9 May 2012,09 May 2012,"Hanlon, Tracy",NGBOPanel
1-O8O6N,EPSRC Physical Sciences Fellowships Interview Panel 29th May,29 May 2012,"Howes, Amanda",NGBOPanel
1-JYLFC,Programme Grant Interviews - 6 June 2012 (Physical Sciences),05 June 2012,"King, Emma",NGBOPanel
1-C9H5W,EPSRC ICT Responsive Mode - Jun 2012,06 June 2012,"Hulkes, Alex",NGBOPanel
1-L4A0F,Programme Grant Interviews - 7 June 2012 (ICT),07 June 2012,"Brown, Zoe",NGBOPanel
1-L4A3H,Programme Grant Interviews - 8 June 2012 (Engineering),08 June 2012,"Soulsby, Susan",NGBOPanel
1-PI5II,Programme Grant Outlines 11 June 2012,11 June 2012,"King, Emma",NGBOPanel
1-PI5O5,Platform Grant Outlines 11 June 2012,11 June 2012,"Ghaffar, Talit",NGBOPanel
1-K12AF,Engineering Prioritisation Meeting - 15 June 2012,15 June 2012,"Soulsby, Susan",NGBOPanel
1-PI0M9, Cyber Research Institute,15 June 2012,"Hulkes, Alex",NGBOPanel
1-V84P1,EPSRC Centre for Innovative Manufacturing (Outlines),22 June 2012,"Farrow, Anne",NGBOPanel
1-VG5V7,The Big Pitch: Quantum Physics (Pre-Pitch Panel),28 June 2012,"Howes, Amanda",NGBOPanel
1-DWPW3,Mathematics Prioritisation Panel Meeting July 2012,04 July 2012,"Wong, Maisie",NGBOPanel
1-VGGWG,The Big Pitch: Quantum Physics (Pitch Panel),17 July 2012,"Howes, Amanda",NGBOPanel
1-C9H6J,EPSRC ICT Responsive Mode - July 2012,18 July 2012,"Hulkes, Alex",NGBOPanel
1-V3V8W,EPSRC Equipment Business Case - 24th-25th July 2012,24 July 2012,"Douglas, Susie",NGBOPanel
1-NVC8N,EPSRC Physical Sciences Chemistry - July 2012,25 July 2012,"Birch, Nigel",NGBOPanel
1-NVC6W,EPSRC Physical Sciences Materials - July,26 July 2012,"Birch, Nigel",NGBOPanel
1-NVC7Q,EPSRC Physical Sciences Physics - July,26 July 2012,"Felstead, Robert",NGBOPanel
1-WYNJR,EPSRC - Consortia for exploratory research in security,31 July 2012,"Hulkes, Alex",NGBOPanel
1-K12AV,Engineering Prioritisation Meeting - 31 July,31 July 2012,"Soulsby, Susan",NGBOPanel
1-NOEWI,EPSRC Mathematics Fellowships - August 2012,01 August 2012,"Blackstone, Vivienne",NGBOPanel
1-W17P1,NSFC Smart Grids,07 August 2012,"Riches, Samantha",NGBOPanel
1-PI5LD,Programme Grant Outlines 14 and 15 August 2012,14 August 2012,"King, Emma",NGBOPanel
1-PI5Q4,Platform Grant Outlines 14 and 15 August 2012,14 August 2012,"Ghaffar, Talit",NGBOPanel
1-V6GNZ,EPSRC ICT Fellowships Interviews - Aug 2012,30 August 2012,"Howard, Diane",NGBOPanel
1-UXVRB,EPSRC ICT Responsive Mode - Sep 2012,04 September 2012,"Hulkes, Alex",NGBOPanel
1-WKXII,EPSRC : Research in the Wild,07 September 2012,"Collins, Hannah",NGBOPanel
1-K12BB,Engineering Prioritisation Meeting - 12 Sept 2012,12 September 2012,"Miles, Steven",NGBOPanel
1-VBN12,Mathematics Prioritisation Panel Meeting September 2012,18 September 2012,"Blackstone, Vivienne",NGBOPanel
1-UFDVU,EPSRC Physical Sciences Fellowships Interview Panel 19th-20th September,19 September 2012,"Crook, Simon",NGBOPanel
1-ZV4G9,EPSRC SADEA Outlines Sept 2012,25 September 2012,"Turner, Christina",NGBOPanel
1-UN1JW,EPSRC Physical Sciences Materials - September 2012,26 September 2012,"Crook, Simon",NGBOPanel
1-UN1XF,EPSRC Physical Sciences Physics - September 2012,26 September 2012,"Howes, Amanda",NGBOPanel
1-UNG19,EPSRC Physical Sciences Chemistry - September 2012,26 September 2012,"Berry, Alexandra",NGBOPanel
1-YNWHA,Programme for Simulation Innovation (JLR),03 October 2012,,NGBOPanel
1-YRUW2,Programme Grant & Fellowships Interviews - 9 & 10 October 2012 (Eng),09 October 2012,"Soulsby, Susan",NGBOPanel
1-HUM6H,EPSRC ICT Responsive Mode - Oct 2012,09 October 2012,"Hulkes, Alex",NGBOPanel
1-YCXVL,EPSRC Sustainable Chemical Feedstocks,16 October 2012,"Lawrence, Andrew",NGBOPanel
1-V2NRY,End Use in Energy Demand (fulls),17 October 2012,"Holtum, David",NGBOPanel
1-YFNAB,Catalysis Hub,18 October 2012,"Sweet, Martin",NGBOPanel
1-PI5LQ,Programme Grant Outlines 19 October 2012,19 October 2012,"King, Emma",NGBOPanel
1-PI5SZ,Platform Grant Outlines 19 October 2012,19 October 2012,"Ghaffar, Talit",NGBOPanel
1-D93L3,Platform Grant Interviews 22 October 2012,22 October 2012,"Ghaffar, Talit",NGBOPanel
1-ZCBCT,EPSRC Equipment Business Case - 24th and 25th October 2012,24 October 2012,"Ball, Matthew",NGBOPanel
1-YLP7L,GSE Full Proposal Sift,24 October 2012,"White, Christopher",NGBOPanel
1-K12BR,Engineering Prioritisation Meeting - 30 Oct 2012,30 October 2012,"Miles, Steven",NGBOPanel
1-ZV86L,Graphene Engineering Sift,31 October 2012,"Lawrence, Andrew",NGBOPanel
1-TM70D,*ICT*,06 November 2012,"Hulkes, Alex",NGBOPanel
1-V2W3B,Future ICT-enabled Manufacuring (Fulls),07 November 2012,,NGBOPanel
1-WY7VT,EPSRC Supergen Marine Challenge 2,07 November 2012,"Preece, Lewis",NGBOPanel
1-K1IJJ,Engineering Prioritisation Meeting - 9 Nov 2012,09 November 2012,"Hanlon, Tracy",NGBOPanel
1-14ZI2W,Manufacturing the Future Fellowships,14 November 2012,,NGBOPanel
1-ZV87Q,Graphene Engineering Interview,15 November 2012,"Lawrence, Andrew",NGBOPanel
1-X7IYT,Programme Grant Interviews - 20 November 2012 (Physical Sciences),20 November 2012,"Howes, Amanda",NGBOPanel
1-XK62I,EPSRC Physical Sciences Fellowships Interview Panel 21st and 22nd Nov,21 November 2012,"Williamson, Clare",NGBOPanel
1-HUM71,EPSRC ICT Responsive Mode - Nov 2012,21 November 2012,"Hulkes, Alex",NGBOPanel
1-LPB1H,Programme Grant Interviews - 22 & 23 November 2012 (ICT),22 November 2012,"Brown, Zoe",NGBOPanel
1-10PJHI,EPSRC Future Conventional Power Research Consortium,22 November 2012,"Williams, Jacqui",NGBOPanel
1-ZC1A8,Flexible & Reconfigurable Manufacturing Systems Panel,26 November 2012,"Chapman, Antony",NGBOPanel
1-ZTF8M,EPSRC Engineering Research Challenges in Healthcare Call,27 November 2012,"Soulsby, Susan",NGBOPanel
1-YLP88,GSE Interview,29 November 2012,"White, Christopher",NGBOPanel
1-UN1X9,EPSRC Physical Sciences Materials - December 2012,05 December 2012,"Birch, Nigel",NGBOPanel
1-UN1XV,EPSRC Physical Sciences Physics - December 2012,05 December 2012,"Matthewman, Richard",NGBOPanel
1-UNG23,EPSRC Physical Sciences Chemistry Panel - December 2012,05 December 2012,"Sweet, Martin",NGBOPanel
1-11KFVB,EPSRC/DSTL Signal Processing in a Networked Battlespace - Full Proposals,05 December 2012,"Brown, Zoe",NGBOPanel
1-X0BMB,Mathematics Prioritisation Panel Meeting December 2012,06 December 2012,"Cook, Nick",NGBOPanel
1-14BICX,Inspire (Physical Sciences) 2012,10 December 2012,"Howes, Amanda",NGBOPanel
1-PI5VS,Platform Grant Outlines 17 December 2012,17 December 2012,"Ghaffar, Talit",NGBOPanel
1-PI5M9,Programme Grant Outlines 17 December 2012,17 December 2012,"King, Emma",NGBOPanel
1-14H5R4,EPSRC ICT Responsive Mode - Jan 2013,16 January 2013,"Hulkes, Alex",NGBOPanel
1-134ZP8,EPSRC: Infrastructure Business Models,21 January 2013,"Batchelor, Caroline",NGBOPanel
1-116MYC,SUPERGEN Solar Energy Challenges,23 January 2013,"Bateman, Neil",NGBOPanel
1-155MAM,EPSRC Research Institute APA & V,23 January 2013,"Hulkes, Alex",NGBOPanel
1-11SYY4,Engineering Prioritisation Meeting - 24/25 January 2013,24 January 2013,"Edwards, Janet",NGBOPanel
1-14BD43,EPSRC Mathematics Fellowships Interviews - January 2013,30 January 2013,"Blackstone, Vivienne",NGBOPanel
1-15OSM1,UK & India Partnership in AMR Sift Meeting,30 January 2013,"Chapman, Antony",NGBOPanel
1-Y3LL2,EPSRC CDTs in Cyber Security,31 January 2013,"Hulkes, Alex",NGBOPanel
1-14JX0D,HEC Consortia,04 February 2013,,NGBOPanel
1-14LQLO,HEC Consortia,04 February 2013,"Emmerson, Daniel",NGBOPanel
1-14J3QH,EPSRC Centres for Innovative Manufacturing,05 February 2013,"Farrow, Anne",NGBOPanel
1-13Y84F,EPSRC HT IRCs,06 February 2013,"Maytum, Hannah",NGBOPanel
1-PI5N6,Programme Grant Outlines 11 February 2013,11 February 2013,"King, Emma",NGBOPanel
1-PI5X9,Platform Grant Outlines 11 February 2013,11 February 2013,"Ghaffar, Talit",NGBOPanel
1-15MDCW,EPSRC Equipment Business Case - February 2013,12 February 2013,"Ball, Matthew",NGBOPanel
1-15B4CU,Programme Grant Interviews - 13 & 14 February 2013 (ICT),13 February 2013,"Lodge, Matthew",NGBOPanel
1-17FA1I,EPSRC Software Infrastructure,18 February 2013,"Emmerson, Daniel",NGBOPanel
1-14M44A,Maths-Manufacturing Call Prioritisation Panel,19 February 2013,"Farrow, Anne",NGBOPanel
1-147H46,EPSRC CEReS  Feb 2013,20 February 2013,"Hulkes, Alex",NGBOPanel
1-X7IZ2,Programme Grant Interviews - 20 & 21 February 2013 (Physical Sciences),20 February 2013,"King, Emma",NGBOPanel
1-175IP2,EPSRC Manufacturing Fellowships,20 February 2013,"Chapman, Antony",NGBOPanel
1-14LUVX,Programme Grant Interviews - 21 & 22 February 2013 (Engineering),21 February 2013,"Soulsby, Susan",NGBOPanel
1-15CP8P,ICT Fellowships Interview Meeting - Feb 2013,21 February 2013,"Turner, Christina",NGBOPanel
1-17R92U,Eng Fellowships Interview Meeting - Feb 2013,25 February 2013,"Edwards, Janet",NGBOPanel
1-144Z58,Nanotechnology GC3 Stage Gate,26 February 2013,"Williams, Jacqui",NGBOPanel
1-12TD88,NEM in the DE - Sift,26 February 2013,"McAnally, Carol",NGBOPanel
1-ZBWAT,EPSRC Physical Sciences Materials - February 2013,26 February 2013,"Crook, Simon",NGBOPanel
1-ZBWBE,EPSRC Physical Sciences Physics - February 2013,26 February 2013,"Howes, Amanda",NGBOPanel
1-1262Y8,EPSRC Physical Sciences Chemistry - February 2013,26 February 2013,"Berry, Alexandra",NGBOPanel
1-14HOWG,EPSRC ICT Responsive Mode - Feb 2013,27 February 2013,"Hulkes, Alex",NGBOPanel
1-192FNH,EPSRC Physical Sciences Energy – February 2013,27 February 2013,"Birch, Nigel",NGBOPanel
1-171P4B,SUPERGEN Bioenergy Challenge,27 February 2013,"Bateman, Neil",NGBOPanel
1-19WGKT,Underpinning Power Electronics - 27 February 2013,27 February 2013,"Ball, Matthew",NGBOPanel
1-UYZRA,Platform Grant Interviews - 28 Feb & 1 March 2013,28 February 2013,"Brown, Zoe",NGBOPanel
1-116MXX,SUPERGEN Hydrogen and Fuel Cells Challenges,01 March 2013,"Preece, Lewis",NGBOPanel
1-1B2P5H,UK & India Partnership in AMR Joint Panel Meeting,01 March 2013,"Chapman, Antony",NGBOPanel
1-1ADRDH,Isaac Newton Institute Panel,01 March 2013,"Tansley, Claire",NGBOPanel
1-19VR3K,EPSRC Design for Well Being Full Panel,05 March 2013,"Angus-Smyth, Anna",NGBOPanel
1-12O58V,Programme Grant Interviews - 6 and 7 March 2013 (Maths),06 March 2013,"Tansley, Claire",NGBOPanel
1-15EYJS,Frontier Engineering Interview Panel,06 March 2013,"Lascelles, Michelle",NGBOPanel
1-19VQBO,EPSRC Challenges in Geological Storage for CCS,06 March 2013,"Leithall, Rebecca",NGBOPanel
1-10QPMH,ESPA 2012 Grants Moderating Meeting,07 March 2013,,NGBOPanel
