panel_id,panel_type,name,organisation,position
1-3DDJQX,NGBOPanel,"Bateman, Neil",Engineering and Physical Sciences Research Council,Panel Contact
1-33UIAE,NGBOPanel,"Niblock, Dr H",University of York,Panel Member
1-33UIAE,NGBOPanel,NA,Engineering and Physical Sciences Research Council,Panel Contact
1-2ZS3JQ,NGBOPanel,"Sassone, Professor V",University of Southampton,Panel Chairperson
1-2ZS3JQ,NGBOPanel,"Lim, Mr H",National Research Foundation Singapore,Observer
1-2ZS3JQ,NGBOPanel,"Shu, Ms S",National Research Foundation Singapore,Observer
1-2ZS3JQ,NGBOPanel,"Danezis, Professor G",University College London,Panel Member
1-2ZS3JQ,NGBOPanel,"Lau, Mr W",DSO National Laboratories,Panel Member
1-2ZS3JQ,NGBOPanel,"Loh, Mr G",National Research Foundation Singapore,Panel Member
1-2ZS3JQ,NGBOPanel,"Ming, Mr N",Ministry of Home Affairs - Singapore,Panel Member
1-2ZS3JQ,NGBOPanel,"Oswald, Professor ME",Alpen Adria University Klagenfurt,Panel Member
1-2ZS3JQ,NGBOPanel,"Hulkes, Alex",Engineering and Physical Sciences Research Council,Panel Contact
1-2YWB4J,NGBOPanel,"Payne, Professor MC",University of Cambridge,Panel Chairperson
1-2YWB4J,NGBOPanel,"Ashton, Dr A",Diamond Light Source,Panel Member
1-2YWB4J,NGBOPanel,"Chue Hong, Mr NP",University of Edinburgh,Panel Member
1-2YWB4J,NGBOPanel,"Clark, Professor SJ",Durham University,Panel Member
1-2YWB4J,NGBOPanel,"Deane, Professor C",University of Oxford,Panel Member
1-2YWB4J,NGBOPanel,"Essex, Professor JW",University of Southampton,Panel Member
1-2YWB4J,NGBOPanel,"Gavaghan, Professor D",University of Oxford,Panel Member
1-2YWB4J,NGBOPanel,"Goble, Professor C",The University of Manchester,Panel Member
1-2YWB4J,NGBOPanel,"Gorman, Dr G",Imperial College London,Panel Member
1-2YWB4J,NGBOPanel,"Guest, Professor MF",Cardiff University,Panel Member
1-2YWB4J,NGBOPanel,"Kennedy, Professor A",STFC - Laboratories,Panel Member
1-2YWB4J,NGBOPanel,"McIntosh-Smith, Professor SN",University of Bristol,Panel Member
1-2YWB4J,NGBOPanel,"Rodden, Professor T",University of Nottingham,Panel Member
1-2YWB4J,NGBOPanel,"Savill, Professor AM",Cranfield University,Panel Member
1-2YWB4J,NGBOPanel,"Smyth, Dr E",Numerical Algorithms Group Ltd,Panel Member
1-2YWB4J,NGBOPanel,"Clarke, Edward",Engineering and Physical Sciences Research Council,Panel Contact
1-2ZJI4G,NGBOPanel,"Extance, Dr P",Aston University,Panel Chairperson
1-2ZJI4G,NGBOPanel,"Cureton, Dr AN",BBSRC,Observer
1-2ZJI4G,NGBOPanel,"Jones, Dr CA",Technology Strategy Board (Innovate UK),Observer
1-2ZJI4G,NGBOPanel,"Good, Dr T",National Science Foundation,Panel Member
1-2ZJI4G,NGBOPanel,"McCanny, Professor Sir JV",Queen's University of Belfast,Panel Member
1-2ZJI4G,NGBOPanel,"Broomsgrove, Alexander",Engineering and Physical Sciences Research Council,Panel Contact
1-2VUOY5,NGBOPanel,"Williams, Dr C",University of Leeds,Panel Chairperson
1-2VUOY5,NGBOPanel,"Dai, Professor J",King's College London,Panel Member
1-2VUOY5,NGBOPanel,"Dautenhahn, Professor K",University of Waterloo (Canada),Panel Member
1-2VUOY5,NGBOPanel,"Wood, Professor D",Northumbria University,Panel Member
1-2VUOY5,NGBOPanel,"Ashwood, Sarah",Engineering and Physical Sciences Research Council,Panel Contact
1-2L4MJN,NGBOPanel,"Mulgrew, Professor B",University of Edinburgh,Panel Chairperson
1-2L4MJN,NGBOPanel,"Bai, Dr L",University of Nottingham,Panel Member
1-2L4MJN,NGBOPanel,"Beach, Professor M",University of Bristol,Panel Member
1-2L4MJN,NGBOPanel,"Brown, Professor G",The University of Manchester,Panel Member
1-2L4MJN,NGBOPanel,"Butler, Professor M",University of Southampton,Panel Member
1-2L4MJN,NGBOPanel,"Lycett, Professor M","Royal Holloway, Univ of London",Panel Member
1-2L4MJN,NGBOPanel,"Mascolo, Professor C",University of Cambridge,Panel Member
1-2L4MJN,NGBOPanel,"Meredith, Dr W",Compound Semiconductor Centre,Panel Member
1-2L4MJN,NGBOPanel,"Yoshida, Professor N",Imperial College London,Panel Member
1-2L4MJN,NGBOPanel,"Hulkes, Alex",Engineering and Physical Sciences Research Council,Panel Contact
1-2Y84U7,NGBOPanel,"Weightman, Professor P",University of Liverpool,Panel Chairperson
1-2Y84U7,NGBOPanel,"de Groot, Professor C",University of Southampton,Panel Member
1-2Y84U7,NGBOPanel,"Henini, Professor M",University of Nottingham,Panel Member
1-2Y84U7,NGBOPanel,"Knight, Professor DW",Cardiff University,Panel Member
1-2Y84U7,NGBOPanel,"Thomson, Professor R",Loughborough University,Panel Member
1-2Y84U7,NGBOPanel,NA,Engineering and Physical Sciences Research Council,Panel Contact
1-2UDAPV,NGBOPanel,"Smowton, Professor PM",Cardiff University,Panel Chairperson
1-2UDAPV,NGBOPanel,"Bagshaw, Dr JM",Private Address,Panel Member
1-2UDAPV,NGBOPanel,"Banaszek, Dr K",University of Warsaw,Panel Member
1-2UDAPV,NGBOPanel,"Henning, Professor I",University of Essex,Panel Member
1-2UDAPV,NGBOPanel,"McKinlay, Mr RA",Private Address,Panel Member
1-2UDAPV,NGBOPanel,"Parr, Professor G",University of East Anglia,Panel Member
1-2UDAPV,NGBOPanel,"Sharma, Mr V",Quintessence labs,Panel Member
1-2UDAPV,NGBOPanel,"Solano, Professor E",University of the Basque Country,Panel Member
1-2UDAPV,NGBOPanel,"Carr, Wendy",Engineering and Physical Sciences Research Council,Panel Contact
1-2UYT04,NGBOPanel,"Bagshaw, Dr JM",Private Address,Panel Member
1-2UYT04,NGBOPanel,"Banaszek, Dr K",University of Warsaw,Panel Member
1-2UYT04,NGBOPanel,"Bird, Professor D",University of Bath,Panel Member
1-2UYT04,NGBOPanel,"Henning, Professor I",University of Essex,Panel Member
1-2UYT04,NGBOPanel,"McKinlay, Mr RA",Private Address,Panel Member
1-2UYT04,NGBOPanel,"Parr, Professor G",University of East Anglia,Panel Member
1-2UYT04,NGBOPanel,"Sharma, Mr V",Quintessence labs,Panel Member
1-2UYT04,NGBOPanel,"Solano, Professor E",University of the Basque Country,Panel Member
1-2UYT04,NGBOPanel,"Howes, Amanda",Engineering and Physical Sciences Research Council,Panel Contact
1-2QI6PV,NGBOPanel,"Eason, Professor RW",University of Southampton,Panel Chairperson
1-2QI6PV,NGBOPanel,"Green, Professor NR",University of Birmingham,Panel Member
1-2QI6PV,NGBOPanel,"Kinnell, Dr P",Loughborough University,Panel Member
1-2QI6PV,NGBOPanel,"Lovell, Mr J",Sence Valley Associates Ltd,Panel Member
1-2QI6PV,NGBOPanel,"Visavadia, Rhia",Engineering and Physical Sciences Research Council,Panel Contact
1-2ZFI7D,NGBOPanel,"Spurgeon, Professor S",University College London,Panel Chairperson
1-2ZFI7D,NGBOPanel,"Belpaeme, Professor T",University of Plymouth,Panel Member
1-2ZFI7D,NGBOPanel,"Parr, Professor G",University of East Anglia,Panel Member
1-2ZFI7D,NGBOPanel,"Price, Professor M",Queen's University of Belfast,Panel Member
1-2ZFI7D,NGBOPanel,"Zhang, Professor DZ",University of Exeter,Panel Member
1-2ZFI7D,NGBOPanel,"Visavadia, Rhia",Engineering and Physical Sciences Research Council,Panel Contact
1-33UHTW,NGBOPanel,"Dunne, Professor FP",Imperial College London,Panel Chairperson
1-33UHTW,NGBOPanel,"Gallimore, Dr S",Rolls-Royce Plc (UK),Panel Member
1-33UHTW,NGBOPanel,"Henningson, Professor D",Royal Institute of Technology KTH Sweden,Panel Member
1-33UHTW,NGBOPanel,"Holt, Professor C",Cardiff University,Panel Member
1-33UHTW,NGBOPanel,"Rossetto, Professor T",University College London,Panel Member
1-33UHTW,NGBOPanel,"Patel, Ruqaiyah",Engineering and Physical Sciences Research Council,Panel Contact
1-37ZT3N,NGBOPanel,"Staunton, Dr G",CCFE/UKAEA,Panel Chairperson
1-37ZT3N,NGBOPanel,"Hammond, Professor GP",University of Bath,Panel Member
1-37ZT3N,NGBOPanel,"Harrison, Mr M",Department of Energy and Climate Change,Panel Member
1-37ZT3N,NGBOPanel,"Pourkashanian, Professor M",University of Sheffield,Panel Member
1-37ZT3N,NGBOPanel,"Goodall, Glenn",Engineering and Physical Sciences Research Council,Panel Contact
1-37M3ND,NGBOPanel,"Clark, Professor SJ",Durham University,Panel Chairperson
1-37M3ND,NGBOPanel,"Harris, Dr S",University of Leeds,Panel Member
1-37M3ND,NGBOPanel,"Hetherington, Dr JPJ",The Alan Turing Institute,Panel Member
1-37M3ND,NGBOPanel,"Clarke, Edward",Engineering and Physical Sciences Research Council,Panel Contact
1-3F0PEH,NGBOPanel,"Niblock, Dr H",University of York,Panel Member
1-3F0PEH,NGBOPanel,"Daniel, Katie",Engineering and Physical Sciences Research Council,Panel Contact
1-2WEIMR,NGBOPanel,"Wallace, Professor R",University of Edinburgh,Panel Chairperson
1-2WEIMR,NGBOPanel,"Byrne, Professor BW",University of Oxford,Panel Member
1-2WEIMR,NGBOPanel,"Dalton, Dr G",University College Cork,Panel Member
1-2WEIMR,NGBOPanel,"Shenoi, Professor RA",University of Southampton,Panel Member
1-2WEIMR,NGBOPanel,"Swatton, Dr S",Energy Technologies Institute (ETI),Panel Member
1-2WEIMR,NGBOPanel,"Wen, Professor J",University of Warwick,Panel Member
1-2WEIMR,NGBOPanel,"Goodall, Glenn",Engineering and Physical Sciences Research Council,Panel Contact
1-2RRD80,NGBOPanel,"Mahdjoubi, Professor L",University of the West of England,Panel Chairperson
1-2RRD80,NGBOPanel,"Campbell, Dr PA",University of Dundee,Panel Member
1-2RRD80,NGBOPanel,"Dong, Professor H",University of Leicester,Panel Member
1-2RRD80,NGBOPanel,"Goodhew, Professor S",University of Plymouth,Panel Member
1-2RRD80,NGBOPanel,"Hammond, Professor GP",University of Bath,Panel Member
1-2RRD80,NGBOPanel,"Pitts, Professor A",University of Huddersfield,Panel Member
1-2RRD80,NGBOPanel,"Steemers, Professor K",University of Cambridge,Panel Member
1-2RRD80,NGBOPanel,"Sykulski, Professor J",University of Southampton,Panel Member
1-2RRD80,NGBOPanel,"Taki, Professor A",De Montfort University,Panel Member
1-2RRD80,NGBOPanel,"Emmerson, Daniel",Engineering and Physical Sciences Research Council,Panel Contact
1-30AU96,NGBOPanel,"Gordon, Professor I",University of Edinburgh,Panel Chairperson
1-30AU96,NGBOPanel,"Bellamy, Professor GE",University of Glasgow,Panel Member
1-30AU96,NGBOPanel,"Bushnell, Professor C",King's College London,Panel Member
1-30AU96,NGBOPanel,"Clarkson, Professor PA",University of Kent,Panel Member
1-30AU96,NGBOPanel,"Crooks, Professor E",Swansea University,Panel Member
1-30AU96,NGBOPanel,"Fewster, Professor CJ",University of York,Panel Member
1-30AU96,NGBOPanel,"Forster, Professor J",University of Warwick,Panel Member
1-30AU96,NGBOPanel,"Krokhin, Professor A",Durham University,Panel Member
1-30AU96,NGBOPanel,"Kyza, Dr I",University of Dundee,Panel Member
1-30AU96,NGBOPanel,"Marshall, Professor A",Queen's University of Belfast,Panel Member
1-30AU96,NGBOPanel,"Mottram, Professor NJ",University of Glasgow,Panel Member
1-30AU96,NGBOPanel,"Rees, Professor SE",Newcastle University,Panel Member
1-30AU96,NGBOPanel,"Zarnescu, Dr A",Basque Center for Applied Mathematics,Panel Member
1-30AU96,NGBOPanel,"Craig, Derek",Engineering and Physical Sciences Research Council,Panel Contact
1-392UDW,NGBOPanel,"Wilcox, Professor RK",University of Leeds,Panel Chairperson
1-392UDW,NGBOPanel,"Harris, Professor RA",University of Leeds,Observer
1-392UDW,NGBOPanel,"de Matas, Dr M",AstraZeneca UK Limited,Panel Member
1-392UDW,NGBOPanel,"Girkin, Professor J",Durham University,Panel Member
1-392UDW,NGBOPanel,"Saunders, Professor B",The University of Manchester,Panel Member
1-392UDW,NGBOPanel,"Sepulveda, Professor F",University of Essex,Panel Member
1-392UDW,NGBOPanel,"Marlow, Victoria",Engineering and Physical Sciences Research Council,Panel Contact
1-3FMLV2,NGBOPanel,"Maytum, Dr H",Lancaster University,Panel Member
1-3FMLV2,NGBOPanel,"Maytum, Hannah",Engineering and Physical Sciences Research Council,Panel Contact
1-2ZE7MM,NGBOPanel,"Bradley, Professor M",University of Edinburgh,Panel Chairperson
1-2ZE7MM,NGBOPanel,"Harris, Professor RA",University of Leeds,Observer
1-2ZE7MM,NGBOPanel,"Blandford, Professor A",University College London,Panel Member
1-2ZE7MM,NGBOPanel,"Clark, Professor D",Nottingham Uni Hospitals NHS Trust,Panel Member
1-2ZE7MM,NGBOPanel,"Lawford, Professor P",University of Sheffield,Panel Member
1-2ZE7MM,NGBOPanel,"Morgan, Professor H",University of Southampton,Panel Member
1-2ZE7MM,NGBOPanel,"Marlow, Victoria",Engineering and Physical Sciences Research Council,Panel Contact
1-31HS05,NGBOPanel,"Azapagic, Professor A",The University of Manchester,Panel Chairperson
1-31HS05,NGBOPanel,"Meller, Ms E",ESRC,Observer
1-31HS05,NGBOPanel,"Noyce, Mr C",ESRC,Observer
1-31HS05,NGBOPanel,"Bee, Dr SC",Trakm8 Ltd,Panel Member
1-31HS05,NGBOPanel,"Critoph, Professor R",University of Warwick,Panel Member
1-31HS05,NGBOPanel,"Lyons, Professor G",University of the West of England,Panel Member
1-31HS05,NGBOPanel,"Tassou, Professor S",Brunel University London,Panel Member
1-31HS05,NGBOPanel,"Emmerson, Daniel",Engineering and Physical Sciences Research Council,Panel Contact
1-2JLAWP,NGBOPanel,"Ratchev, Professor SM",University of Nottingham,Panel Chairperson
1-2JLAWP,NGBOPanel,"Beake, Dr B",Micro Materials Ltd,Panel Member
1-2JLAWP,NGBOPanel,"Edirisinghe, Professor M",University College London,Panel Member
1-2JLAWP,NGBOPanel,"Filippone, Professor A",The University of Manchester,Panel Member
1-2JLAWP,NGBOPanel,"Huddersman, Professor K",De Montfort University,Panel Member
1-2JLAWP,NGBOPanel,"Majewski, Dr CE",University of Sheffield,Panel Member
1-2JLAWP,NGBOPanel,"Murray, Professor A",Newcastle University,Panel Member
1-2JLAWP,NGBOPanel,"Nikora, Professor V",University of Aberdeen,Panel Member
1-2JLAWP,NGBOPanel,"Ooi, Professor JY",University of Edinburgh,Panel Member
1-2JLAWP,NGBOPanel,"Orr, Dr JJ",University of Cambridge,Panel Member
1-2JLAWP,NGBOPanel,"Pierron, Professor F",University of Southampton,Panel Member
1-2JLAWP,NGBOPanel,"Schultz, Professor SR",Imperial College London,Panel Member
1-2JLAWP,NGBOPanel,"Street, Mr R",University of Oxford,Panel Member
1-2JLAWP,NGBOPanel,"Tatam, Professor RP",Cranfield University,Panel Member
1-2JLAWP,NGBOPanel,"Edwards, Janet",Engineering and Physical Sciences Research Council,Panel Contact
1-31LBJD,NGBOPanel,"Williams, Professor D",Loughborough University,Panel Chairperson
1-31LBJD,NGBOPanel,"Mainstone, Ms H",Department for Culture Media and Sport,Observer
1-31LBJD,NGBOPanel,"McCutcheon, Professor T",Defence Science & Tech Lab DSTL,Observer
1-31LBJD,NGBOPanel,"Pilu, Dr M",Lloyd's Register EMEA,Observer
1-31LBJD,NGBOPanel,"John, Ms S",Symantec,Panel Member
1-31LBJD,NGBOPanel,"Jones, Professor M",Swansea University,Panel Member
1-31LBJD,NGBOPanel,"Parr, Professor G",University of East Anglia,Panel Member
1-31LBJD,NGBOPanel,"Wilkins, Dr R",National Crime Agency,Panel Member
1-31LBJD,NGBOPanel,"Keys, Tracy",Engineering and Physical Sciences Research Council,Panel Contact
1-2L4MJX,NGBOPanel,"Dix, Professor AJ",Swansea University,Panel Chairperson
1-2L4MJX,NGBOPanel,"Andonovic, Professor I",University of Strathclyde,Panel Member
1-2L4MJX,NGBOPanel,"Blunsom, Dr P",University of Oxford,Panel Member
1-2L4MJX,NGBOPanel,"Cheng, Professor P",University of Sussex,Panel Member
1-2L4MJX,NGBOPanel,"Dohler, Professor M",King's College London,Panel Member
1-2L4MJX,NGBOPanel,"Drysdale, Professor TD",University of Edinburgh,Panel Member
1-2L4MJX,NGBOPanel,"Hill, Dr PM",University of Leeds,Panel Member
1-2L4MJX,NGBOPanel,"Hilton, Professor A",University of Surrey,Panel Member
1-2L4MJX,NGBOPanel,"Smith, Dr D",Huawei Technologies (UK) Co. Ltd,Panel Member
1-2L4MJX,NGBOPanel,"Stevens, Professor P",University of Edinburgh,Panel Member
1-2L4MJX,NGBOPanel,"Yoneki, Dr E",University of Cambridge,Panel Member
1-2L4MJX,NGBOPanel,"Hulkes, Alex",Engineering and Physical Sciences Research Council,Panel Contact
1-3B31PX,NGBOPanel,"Cooper, Dr J",CooperWalsh Ltd,Panel Chairperson
1-3B31PX,NGBOPanel,"Butler, Professor D",University of Exeter,Panel Member
1-3B31PX,NGBOPanel,"Kalawsky, Professor RS",Loughborough University,Panel Member
1-3B31PX,NGBOPanel,"Nallanathan, Professor A",Queen Mary University of London,Panel Member
1-3B31PX,NGBOPanel,"Rodden, Professor T",University of Nottingham,Panel Member
1-3B31PX,NGBOPanel,"Holtum, David",Engineering and Physical Sciences Research Council,Panel Contact
1-3790Q0,NGBOPanel,"Parr, Professor G",University of East Anglia,Panel Chairperson
1-3790Q0,NGBOPanel,"Benaissa, Dr M",University of Sheffield,Panel Member
1-3790Q0,NGBOPanel,"Burton, Mr F",British Telecommunications Plc,Panel Member
1-3790Q0,NGBOPanel,"Ghoraishi, Dr M",University of Surrey,Panel Member
1-3790Q0,NGBOPanel,"Sellathurai, Professor M",Heriot-Watt University,Panel Member
1-3790Q0,NGBOPanel,"Gilvin, Ellie",Engineering and Physical Sciences Research Council,Panel Contact
1-2H0NX8,NGBOPanel,"Yeates, Professor SG",The University of Manchester,Panel Chairperson
1-2H0NX8,NGBOPanel,"Palmer, Professor RE",Swansea University,Observer
1-2H0NX8,NGBOPanel,"Adams, Professor DJ",University of Glasgow,Panel Member
1-2H0NX8,NGBOPanel,"Bartlett, Professor P",University of Bristol,Panel Member
1-2H0NX8,NGBOPanel,"Eschrig, Professor M",Greifswald University,Panel Member
1-2H0NX8,NGBOPanel,"Francesconi, Dr MG",University of Hull,Panel Member
1-2H0NX8,NGBOPanel,"Hidding, Professor B",University of Strathclyde,Panel Member
1-2H0NX8,NGBOPanel,"Maier, Professor SA",Imperial College London,Panel Member
1-2H0NX8,NGBOPanel,"Salmon, Professor PS",University of Bath,Panel Member
1-2H0NX8,NGBOPanel,"Szymanska, Professor MH",University College London,Panel Member
1-2H0NX8,NGBOPanel,"Hickman, Ian",Engineering and Physical Sciences Research Council,Panel Contact
1-2H0NY0,NGBOPanel,"Unwin, Professor P",University of Warwick,Panel Chairperson
1-2H0NY0,NGBOPanel,"Palmer, Professor RE",Swansea University,Observer
1-2H0NY0,NGBOPanel,"Butts, Professor CP",University of Bristol,Panel Member
1-2H0NY0,NGBOPanel,"Douthwaite, Dr R",University of York,Panel Member
1-2H0NY0,NGBOPanel,"Jones, Professor MD",University of Bath,Panel Member
1-2H0NY0,NGBOPanel,"Kaminski, Professor C",University of Cambridge,Panel Member
1-2H0NY0,NGBOPanel,"Micklefield, Professor J",The University of Manchester,Panel Member
1-2H0NY0,NGBOPanel,"Sheppard, Professor TD",University College London,Panel Member
1-2H0NY0,NGBOPanel,"Turner, Dr NW",De Montfort University,Panel Member
1-2H0NY0,NGBOPanel,"Wright, Professor T",University of Nottingham,Panel Member
1-2H0NY0,NGBOPanel,"Ghaffar, Talit",Engineering and Physical Sciences Research Council,Panel Contact
1-3FBCED,NGBOPanel,"Smowton, Professor PM",Cardiff University,Panel Chairperson
1-3FBCED,NGBOPanel,"Bagshaw, Dr JM",Private Address,Panel Member
1-3FBCED,NGBOPanel,"McKinlay, Mr RA",Private Address,Panel Member
1-3FBCED,NGBOPanel,"Solano, Professor E",University of the Basque Country,Panel Member
1-3FBCED,NGBOPanel,"Carr, Wendy",Engineering and Physical Sciences Research Council,Panel Contact
1-33UICI,NGBOPanel,"Niblock, Dr H",University of York,Panel Member
1-33UICI,NGBOPanel,"Turner, Christina",Engineering and Physical Sciences Research Council,Panel Contact
1-33UIBQ,NGBOPanel,"Niblock, Dr H",University of York,Panel Member
1-33UIBQ,NGBOPanel,NA,Engineering and Physical Sciences Research Council,Panel Contact
1-3FBCEM,NGBOPanel,"Bagshaw, Dr JM",Private Address,Panel Chairperson
1-3FBCEM,NGBOPanel,"Conway, Professor P",Loughborough University,Panel Member
1-3FBCEM,NGBOPanel,"Parbrook, Professor P",University College Cork,Panel Member
1-3FBCEM,NGBOPanel,"Solano, Professor E",University of the Basque Country,Panel Member
1-3FBCEM,NGBOPanel,"Howes, Amanda",Engineering and Physical Sciences Research Council,Panel Contact
1-3DSY88,NGBOPanel,"Lionheart, Professor WRB",The University of Manchester,Panel Chairperson
1-3DSY88,NGBOPanel,"Diamond, Professor F",King's College London,Panel Member
1-3DSY88,NGBOPanel,"Gorodnik, Professor A",University of Bristol,Panel Member
1-3DSY88,NGBOPanel,"Hunton, Professor JR",Durham University,Panel Member
1-3DSY88,NGBOPanel,"Marshall, Professor A",Queen's University of Belfast,Panel Member
1-3DSY88,NGBOPanel,"Moore, Katharine",Engineering and Physical Sciences Research Council,Panel Contact
1-396QP2,NGBOPanel,"Thomson, Professor R",Loughborough University,Panel Chairperson
1-396QP2,NGBOPanel,"Bagshaw, Dr JM",Private Address,Panel Member
1-396QP2,NGBOPanel,"Fleet, Ms S",Private Address,Panel Member
1-396QP2,NGBOPanel,"Foster, Professor T",Campden BRI,Panel Member
1-396QP2,NGBOPanel,"Grant, Professor P",University of Oxford,Panel Member
1-396QP2,NGBOPanel,"Parr, Professor G",University of East Anglia,Panel Member
1-396QP2,NGBOPanel,"Vadgama, Professor P",Queen Mary University of London,Panel Member
1-396QP2,NGBOPanel,"Young, Professor K",The Manufacturing Technology Centre Ltd,Panel Member
1-396QP2,NGBOPanel,"Hanlon, Tracy",Engineering and Physical Sciences Research Council,Panel Contact
1-325MAQ,NGBOPanel,"Dholakia, Professor K",University of St Andrews,Panel Chairperson
1-325MAQ,NGBOPanel,"Best, Professor S",University of Cambridge,Panel Member
1-325MAQ,NGBOPanel,"Cumming, Professor DRS",University of Glasgow,Panel Member
1-325MAQ,NGBOPanel,"Dalgarno, Professor KW",Newcastle University,Panel Member
1-325MAQ,NGBOPanel,"Dobson, Professor PJ",University of Oxford,Panel Member
1-325MAQ,NGBOPanel,"Frey, Professor JG",University of Southampton,Panel Member
1-325MAQ,NGBOPanel,"McLaughlin, Professor S",Heriot-Watt University,Panel Member
1-325MAQ,NGBOPanel,"Smith, Professor DJ",University of Birmingham,Panel Member
1-325MAQ,NGBOPanel,"Tipper, Professor JL",University of Technology Sydney,Panel Member
1-325MAQ,NGBOPanel,"Torres-Sanchez, Dr C",Loughborough University,Panel Member
1-325MAQ,NGBOPanel,"Underwood, Professor M",University of Warwick,Panel Member
1-325MAQ,NGBOPanel,"Wise, Professor RG",Cardiff University,Panel Member
1-325MAQ,NGBOPanel,"Billingham, Sarah",Engineering and Physical Sciences Research Council,Panel Contact
1-2JJUSL,NGBOPanel,"Sloan, Professor WT",University of Glasgow,Panel Chairperson
1-2JJUSL,NGBOPanel,"Breckon, Professor TP",Durham University,Panel Member
1-2JJUSL,NGBOPanel,"Dong, Professor H",University of Birmingham,Panel Member
1-2JJUSL,NGBOPanel,"Huang, Dr W",University of Oxford,Panel Member
1-2JJUSL,NGBOPanel,"Noakes, Professor C",University of Leeds,Panel Member
1-2JJUSL,NGBOPanel,"Massung, Elaine",Engineering and Physical Sciences Research Council,Panel Contact
1-37PAUA,NGBOPanel,"Short, Dr M",O2 Telefonica Europe plc,Panel Chairperson
1-37PAUA,NGBOPanel,"Balaam, Dr M",Royal Institute of Technology KTH Sweden,Panel Member
1-37PAUA,NGBOPanel,"Clark, Professor JA",University of Sheffield,Panel Member
1-37PAUA,NGBOPanel,"Lawson, Professor SW",Northumbria University,Panel Member
1-37PAUA,NGBOPanel,"Levine, Professor M",Lancaster University,Panel Member
1-37PAUA,NGBOPanel,"Nuseibeh, Professor B",Open University,Panel Member
1-37PAUA,NGBOPanel,"Shaikh, Professor S",Coventry University,Panel Member
1-37PAUA,NGBOPanel,"Ma, Jerome",Engineering and Physical Sciences Research Council,Panel Contact
1-2L4MK7,NGBOPanel,"Fox, Professor M",NERC British Antarctic Survey,Panel Chairperson
1-2L4MK7,NGBOPanel,"Reynolds, Ms H",RCUK,Observer
1-2L4MK7,NGBOPanel,"Atungsiri, Dr S",Sony Semiconductor Europe Ltd,Panel Member
1-2L4MK7,NGBOPanel,"Bruscoli, Dr P",University of Bath,Panel Member
1-2L4MK7,NGBOPanel,"Collomosse, Professor JP",University of Surrey,Panel Member
1-2L4MK7,NGBOPanel,"Edwards, Professor P",University of Aberdeen,Panel Member
1-2L4MK7,NGBOPanel,"Forysiak, Professor W",Aston University,Panel Member
1-2L4MK7,NGBOPanel,"Hone, Professor K",Brunel University London,Panel Member
1-2L4MK7,NGBOPanel,"Ireland, Professor A",Heriot-Watt University,Panel Member
1-2L4MK7,NGBOPanel,"Marshall, Professor AJ",University of Liverpool,Panel Member
1-2L4MK7,NGBOPanel,"Morrow, Dr IL",Cranfield University,Panel Member
1-2L4MK7,NGBOPanel,"Petrie, Professor H",University of York,Panel Member
1-2L4MK7,NGBOPanel,"Raman, Professor R",University of Leicester,Panel Member
1-2L4MK7,NGBOPanel,"Shore, Professor A",Bangor University,Panel Member
1-2L4MK7,NGBOPanel,"So, Dr DKC",The University of Manchester,Panel Member
1-2L4MK7,NGBOPanel,"Hulkes, Alex",Engineering and Physical Sciences Research Council,Panel Contact
1-3BJY87,NGBOPanel,"Bridson, Professor M",University of Oxford,Panel Chairperson
1-3BJY87,NGBOPanel,"Beardmore, Professor RE",University of Exeter,Panel Member
1-3BJY87,NGBOPanel,"Forster, Professor J",University of Warwick,Panel Member
1-3BJY87,NGBOPanel,"Greenlees, Professor J",University of Warwick,Panel Member
1-3BJY87,NGBOPanel,"Ramage, Dr A",University of Strathclyde,Panel Member
1-3BJY87,NGBOPanel,"White, Christopher",Engineering and Physical Sciences Research Council,Panel Contact
1-2JLB0F,NGBOPanel,"Jackson, Professor N",Ricardo UK,Panel Chairperson
1-2JLB0F,NGBOPanel,"Bowtell, Professor R",University of Nottingham,Panel Member
1-2JLB0F,NGBOPanel,"Bridgeman, Professor J",University of Bradford,Panel Member
1-2JLB0F,NGBOPanel,"Gibson, Professor IR",University of Aberdeen,Panel Member
1-2JLB0F,NGBOPanel,"Gray, Professor N",The University of Manchester,Panel Member
1-2JLB0F,NGBOPanel,"Korsunsky, Professor AM",University of Oxford,Panel Member
1-2JLB0F,NGBOPanel,"Nazarpour, Dr K",University of Edinburgh,Panel Member
1-2JLB0F,NGBOPanel,"Norton, Professor B",Technological University of Dublin,Panel Member
1-2JLB0F,NGBOPanel,"Pinheiro, Professor V",University of Leuven,Panel Member
1-2JLB0F,NGBOPanel,"Rainforth, Professor WM",University of Sheffield,Panel Member
1-2JLB0F,NGBOPanel,"Rossiter, Professor JM",University of Bristol,Panel Member
1-2JLB0F,NGBOPanel,"Wrobel, Professor LC",Brunel University London,Panel Member
1-2JLB0F,NGBOPanel,"Zivanovic, Dr S",University of Exeter,Panel Member
1-2JLB0F,NGBOPanel,"Elson, Chris",Engineering and Physical Sciences Research Council,Panel Contact
1-339EP2,NGBOPanel,"Williams, Professor R",University of Liverpool,Panel Chairperson
1-339EP2,NGBOPanel,"Ajioka, Dr JW",University of Cambridge,Panel Member
1-339EP2,NGBOPanel,"Good, Dr T",National Science Foundation,Panel Member
1-339EP2,NGBOPanel,"Jeffers, Dr J",Imperial College London,Panel Member
