panel_id,panel_type,panel_name,panel_date,panel_contact
1-3UP-11,NGBOPanel,Grand Transport Challenge: Energy Storage,2010-11-26,"Cook, Nick"
1-3UL-4984,NGBOPanel,Physical Sciences Panel - Chemistry,2010-11-30,"Sweet, Martin"
1-3UL-4986,NGBOPanel,Physical Sciences Panel - Physics,2010-12-01,"Williams, Jonathan"
1-3UL-4980,NGBOPanel,Physical Sciences - Materials,2010-12-01,"Peden, Alexandra"
1-3UP-2,NGBOPanel,CDIP Discipline Hopping 2010: EPSRC & ESRC,2010-12-02,"Francis, Samantha"
1-3UP-18,NGBOPanel,PDRF Physics Sift Panel,2010-12-03,"Howes, Amanda"
1-3UP-15,NGBOPanel,Challenging Engineering ICT Interviews,2010-12-07,"Headen, Thomas"
1-3UP-14,NGBOPanel,Cloud Computing for Research,2010-12-09,"Davis, Matthew"
1-3UP-17,NGBOPanel,Challenging Engineering M3E Interviews,2010-12-09,"Soulsby, Susan"
1-3UP-16,NGBOPanel,Challenging Engineering PES Interviews,2010-12-13,"Batchelor, Caroline"
1-3UP-9,NGBOPanel,Programme Outline Meeting,2010-12-15,"Daniel, Katie"
1-3UP-8,NGBOPanel,Platform Outline Meeting,2010-12-15,"Ghaffar, Talit"
1-358G9,NGBOPanel,SUPERGEN Marine Energy Hub Interview,2011-01-11,"Bateman, Neil"
1-3AA58,NGBOPanel,Promoting CDip Research Sift,2011-01-27,"Francis, Samantha"
1-3D15F,NGBOPanel,EPSRC ICT Responsive Mode - Feb 2011,2011-02-01,"Rose, Andrew"
1-3JHP7,NGBOPanel,PDRF Maths Sift Panel,2011-02-01,"Mora, Caterina-Eloisa"
1-3AJ78,NGBOPanel,EPSRC-NPL,2011-02-02,"Edwards, J"
1-35GUJ,NGBOPanel,ICT Programme Grants Interviews,2011-02-02,"Blaney, Katie"
1-3DYLT,NGBOPanel,Platform Grants Full Proposals (Feb 2011),2011-02-03,"Ghaffar, Talit"
1-364W6,NGBOPanel,Physical Sciences Chemistry - Feb,2011-02-09,"Williamson, Clare"
1-3E07A,NGBOPanel,Physical Sciences Physics - Feb,2011-02-09,"O'Reilly, Cora"
1-353QT,NGBOPanel,Physical Sciences Materials - Feb,2011-02-09,"Stear, Natalie"
1-35FEU,NGBOPanel,Process Environment & Sustainability,2011-02-10,"Tansley, Claire"
1-3AEJO,NGBOPanel,CDIP PDRF Sift Meeting (Feb 11),2011-02-10,"Brown, Zoe"
1-3DXL0,NGBOPanel,PDRF Physics Interviews,2011-02-11,"Howes, Amanda"
1-353T1,NGBOPanel,EPSRC Centre for Innovative Manufacturing Panel B,2011-02-15,"Farrow, Anne"
1-3JHUT,NGBOPanel,PDRF Maths Interview Panel,2011-02-15,"Watkin, Laura"
1-4ETMH,NGBOPanel,Platform Grants Outlines February 2011,2011-02-16,"Ghaffar, Talit"
1-4ETN2,NGBOPanel,Programme Grants Outlines February 2011,2011-02-16,"Farrow, Anne"
1-3AWO7,NGBOPanel,"Materials, Mechanical and Medical Engineering",2011-02-16,"Turner, Chloe"
1-353TF,NGBOPanel,EPSRC Centre for Innovative Manufacturing Panel A,2011-02-17,"Farrow, Anne"
1-36575,NGBOPanel,ChemBio Collaborative Networks,2011-02-21,"Guernion, Nicolas"
1-3FDXT,NGBOPanel,Creativity in Composites Engineering,2011-02-22,NA
1-42CON,NGBOPanel,Promoting CDip Research Interview,2011-02-23,"Francis, Samantha"
1-3ACCC,NGBOPanel,CDIP PDRF Interview Meeting (Feb 2011),2011-02-24,"Brown, Zoe"
1-42FSY,NGBOPanel,Crossing the Chasm,2011-02-24,"Davis, Matthew"
1-4MXUL,NGBOPanel,Nuclear Fission Network Champion,2011-02-28,NA
1-3B7B2,NGBOPanel,Novel Technologies for Cross-disciplinary Research Sift Panel Meeting,2011-03-01,"Brown, Zoe"
1-364SK,NGBOPanel,Physical Sciences Programme Grants Interviews,2011-03-01,"Daniel, Katie"
1-3B4R1,NGBOPanel,Digital Economy Research in the Wild,2011-03-01,"Collins, Hannah"
1-3B7DB,NGBOPanel,HPC Software Development 2010-11,2011-03-02,"Jones, Emma"
1-364TT,NGBOPanel,Mathematics Prioritisation Panel Meeting March 2011,2011-03-03,"Mora, Caterina-Eloisa"
1-46SZQ,NGBOPanel,Digital City Exchange Interview Panel,2011-03-03,"Soulsby, Susan"
1-46UB7,NGBOPanel,Low Carbon Vehicles IDP5 Interviews,2011-03-07,"Bailey, Richard"
1-47XGH,NGBOPanel,Geological Disposal of Nuclear Waste,2011-03-07,"Elsby, Stephen"
1-4HPB6,NGBOPanel,Nano Grand Challenges Phase II,2011-03-08,NA
1-3CYW7,NGBOPanel,Energy Networks Grand Challenge,2011-03-08,"Wright, Andrew"
1-3X7V6,NGBOPanel,Strategic Japanese-UK Cooperative Program 3rd Call,2011-03-08,"Williams, Jonathan"
1-3S0O1,NGBOPanel, Basic Technology CDT Lite,2011-03-15,"Bateman, Neil"
1-3KMTB,NGBOPanel,EPSRC ICT Responsive Mode - Mar 2011,2011-03-15,"Hulkes, Alex"
1-3X7UZ,NGBOPanel,India-UK Collaborative Research Initiative in Fuel Cells,2011-03-15,NA
1-4ENYC,NGBOPanel,Bridging the Urban and Rural Divide,2011-03-15,"Collins, Hannah"
1-364OM,NGBOPanel,SUPERGEN Bioenergy Hub Interview Panel,2011-03-17,"Bateman, Neil"
1-3XD7O,NGBOPanel,Adaptation and Resilience of the UK Energy System to Climate Change,2011-03-17,"Holtum, David"
1-3B7BI,NGBOPanel,Novel Technologies for Cross-disciplinary Research Interview Panel,2011-03-22,"Brown, Zoe"
1-4VMCX,NGBOPanel,Ground and Structural Engineering Research Challenge Networks,2011-04-07,"White, Christopher"
1-5P6M3,NGBOPanel,Platform Grant Outlines 12 April 2011,2011-04-11,"Ghaffar, Talit"
1-5P6MA,NGBOPanel,Programme Grant Outlines 12 April 2011,2011-04-12,NA
1-4KMM8,NGBOPanel,"Materials,Mechanical and Medical Engineering",2011-04-19,"Turner, Chloe"
1-4HBOB,NGBOPanel,EPSRC Physical Sciences Chemistry*,2011-05-12,"Higlett, Claire"
1-4HIR9,NGBOPanel,EPSRC Physical Sciences Physics - May,2011-05-12,"Williams, Jonathan"
1-4FXCH,NGBOPanel,EPSRC Physical Sciences Materials - May,2011-05-12,"Peden, Alexandra"
1-4ESPX,NGBOPanel,EPSRC ICT Responsive Mode - May 2011,2011-05-18,"Turner, Christina"
1-6QN28,NGBOPanel,Offshore Renewable IDC Technologies,2011-05-23,"Wright, Andrew"
1-5X21F,NGBOPanel,Mathematics Prioritisation Panel Meeting May 2011,2011-05-24,"Ward, Michael"
1-4YFYT,NGBOPanel,Platform Grants Full Proposals 26 May 2011,2011-05-26,"Blaney, Katie"
1-4U4ZK,NGBOPanel,Process Environment & Sustainability,2011-06-08,"Tansley, Claire"
1-74P9V,NGBOPanel,Mathematical Sciences Taught Course Centres,2011-06-09,"Blackstone, Vivienne"
1-7KJA6,NGBOPanel,CSIT IKC Panel,2011-06-13,"Heathman, Robert"
1-3V16Q,NGBOPanel,Fellowships 2011 Interview Panel B,2011-06-14,"O'Reilly, Cora"
1-3FE4D,NGBOPanel,Fellowships 2011 Interview Panel C,2011-06-14,"Williams, Jonathan"
1-6C5OE,NGBOPanel,Programme Grant Outlines 14 June 2011,2011-06-14,"Daniel, Katie"
1-6C5O5,NGBOPanel,Platform Grant Outlines 14 June 2011,2011-06-14,"Ghaffar, Talit"
1-3S0MD,NGBOPanel,Fellowships Interviews Panel A,2011-06-14,"Mora, Caterina-Eloisa"
1-3E3E4,NGBOPanel,Fellowships 2011 Interview Panel E,2011-06-21,"Higlett, Claire"
1-3S03I,NGBOPanel,Fellowships 2011 Interviews - Panel D PES,2011-06-21,"Ghaffar, Talit"
1-3DXP8,NGBOPanel,Fellowships 2011 Interviews Panel G,2011-06-28,"Tillman, Louise"
1-492UP,NGBOPanel,Fellowships 2011 Interviews Panel F (ICT),2011-06-28,"Lawrence, Andrew"
1-7ID7R,NGBOPanel,"Materials, Mechanical and Medical Engineering",2011-06-30,"Lascelles, Michelle"
1-4YSJF,NGBOPanel,EPSRC ICT Responsive Mode - July 2011,2011-07-13,"Hulkes, Alex"
1-6C5ON,NGBOPanel,Programme Grant Outlines 16 August 2011,2011-08-16,"Daniel, Katie"
1-6C5OW,NGBOPanel,Platform Grant Outlines 16 August 2011,2011-08-16,"Ghaffar, Talit"
1-CBHMQ,NGBOPanel,Autonomous and Intelligent Systems Sift,2011-08-18,"Crook, Simon"
1-A0PGF,NGBOPanel,Collaborative Computational Projects,2011-08-23,"Morrell, Susan"
1-9MGDW,NGBOPanel,"Materials,Mechanical and Medical  Engineering",2011-09-01,"Hanlon, Tracy"
1-8XKKZ,NGBOPanel,Mathematics Prioritisation Panel Meeting September 2011,2011-09-05,"Blackstone, Vivienne"
1-4ESWN,NGBOPanel,EPSRC ICT Responsive Mode - Sep 2011,2011-09-06,"Hulkes, Alex"
1-85U2O,NGBOPanel,Programme Grant Interviews - 7 September 2011,2011-09-07,"Blaney, Katie"
1-8YD27,NGBOPanel,EPSRC Physical Sciences Chemistry - September 2011,2011-09-08,"Sweet, Martin"
1-9VU68,NGBOPanel,Process Environment & Sustainability,2011-09-08,"Tansley, Claire"
1-98PRY,NGBOPanel,EPSRC Physical Sciences Physics - September,2011-09-08,"Howes, Amanda"
1-8GVAV,NGBOPanel,EPSRC Physical Sciences Materials - September,2011-09-09,"Guernion, Nicolas"
1-4YFZ2,NGBOPanel,Platform Grants Full Proposals 12 Sept 2011,2011-09-12,NA
1-6C5P5,NGBOPanel,Platform Grant Outlines 18 October 2011,2011-10-18,"Ghaffar, Talit"
1-6C5PE,NGBOPanel,Programme Grant Outlines 18 October 2011,2011-10-18,"King, Emma"
1-EDN7J,NGBOPanel,EPSRC Equipment Business Case October 2011,2011-10-18,"Douglas, Susie"
1-EBV4L,NGBOPanel,Follow-on Fund,2011-10-18,"Mahoney, David"
1-EPI6X,NGBOPanel,IU-ATC - Phase 2,2011-10-21,NA
1-4YSTG,NGBOPanel,EPSRC ICT Responsive Mode - Oct 2011,2011-10-26,"Hulkes, Alex"
1-C9RXU,NGBOPanel,"Materials, Mechanical and Medical Engineering",2011-11-03,"Edwards, Janet"
1-GSMGV,NGBOPanel,Programme Grant Outlines (22 November 2011) (Extra Meeting),2011-11-22,"King, Emma"
1-CBSJZ,NGBOPanel,Process Environment & Sustainability,2011-11-24,"Tansley, Claire"
1-9HJ8X,NGBOPanel,SUPERGEN Marine Challenge - Accelerating the Deployment of Marine Energy (Wave and Tidal),2011-11-24,"Bateman, Neil"
1-CC18C,NGBOPanel,EPSRC Physical Sciences Chemistry - December 2011,2011-12-01,"Rooke, Katherine"
1-CC9AG,NGBOPanel,EPSRC Physical Sciences Materials - December,2011-12-01,"Stear, Natalie"
1-CC99V,NGBOPanel,EPSRC Physical Sciences Physics - December,2011-12-01,"James, Natalie"
1-FBZMR,NGBOPanel,EPSRC Grand Challenge in Integrated Energy StoragEe for the Network,2011-12-05,"Riches, Samantha"
1-C9H20,NGBOPanel,EPSRC ICT Responsive Mode - Dec 2011,2011-12-07,"Hulkes, Alex"
1-DX2Y5,NGBOPanel,Platform Grant Outlines 12 December 2011,2011-12-12,"Ghaffar, Talit"
1-GXGC9,NGBOPanel,Programme Grant Outlines 12 December 2011,2011-12-12,"King, Emma"
1-C9S1U,NGBOPanel,"Materials, Mechanical and Medical Engineering",2011-12-13,"Ghaffar, Talit"
1-FEH5G,NGBOPanel,Autonomous and Intelligent Systems Meeting,2011-12-15,"Crook, Simon"
1-AMMWH,NGBOPanel,Platform Grants Full Proposals 19 & 20 January 2012,2012-01-19,"Ghaffar, Talit"
1-I2G2E,NGBOPanel,IKC Review Panel University of Leeds,2012-01-23,"Heathman, Robert"
1-CEJXX,NGBOPanel,Mathematics Prioritisation Panel Meeting January 2012,2012-01-30,"Blackstone, Vivienne"
1-4ESWW,NGBOPanel,EPSRC ICT Responsive Mode - Feb 2012,2012-02-01,"Hulkes, Alex"
1-GIE5O,NGBOPanel,Programme Grant Interviews - 2 February 2012 (ICT),2012-02-02,"Blaney, Katie"
1-CEBVA,NGBOPanel,Engineering Prioritisation Meeting - 3 Feb 2012,2012-02-03,"Edwards, Janet"
1-J84G2,NGBOPanel,EPSRC Equipment Business Case February 2012,2012-02-07,"Douglas, Susie"
1-GWODV,NGBOPanel,SUPERGEN Bioenergy Hub 2,2012-02-08,"Bateman, Neil"
1-CEYS0,NGBOPanel,EPSRC Physical Sciences Chemistry - February 2012,2012-02-08,"Williamson, Clare"
1-I9NCS,NGBOPanel,Data Intensive Systems (DaISy),2012-02-09,"Hulkes, Alex"
1-CEORP,NGBOPanel,EPSRC Physical Sciences Materials - February,2012-02-09,"Crook, Simon"
1-CEYSL,NGBOPanel,EPSRC Physical Sciences Physics - February,2012-02-09,"Howes, Amanda"
1-I4YCP,NGBOPanel,SUPERGEN HFC Hub,2012-02-14,"Bateman, Neil"
1-LMS3P,NGBOPanel,Platform Grant Outlines 14 February 2012,2012-02-14,NA
1-LMS1F,NGBOPanel,Programme Grant Outlines 14 February 2012,2012-02-14,"King, Emma"
1-I430M,NGBOPanel,Fellowships in Manufacturing,2012-02-21,"Fleming, James"
1-I4YCV,NGBOPanel,SUPERGEN Solar Hub Interviews,2012-02-21,NA
1-LF236,NGBOPanel,UK CCS Centre Hub Interview Panel - Feb 2012,2012-02-23,"Hulkes, Alex"
1-M3YSR,NGBOPanel,Innovation and Knowledge Centres (CP1) Cambridge,2012-02-24,"Heathman, Robert"
1-FUOG1,NGBOPanel,Programme Grant Interviews - 1 March 2012 (Physical Sciences),2012-03-01,"Peden, Alexandra"
1-DWPTU,NGBOPanel,Mathematics Prioritisation Panel Meeting March 2012,2012-03-05,"Blackstone, Vivienne"
1-JVXO9,NGBOPanel,EPSRC Physical Sciences Fellowships - March 2012,2012-03-06,"Higlett, Claire"
1-L7TM8,NGBOPanel,Physics Grand Challenges NetworksPlus,2012-03-06,"James, Natalie"
1-KZFDT,NGBOPanel,Programme Grant Interview (External) - 7 March 2012,2012-03-07,"Gillespie, Derek"
1-C9H4U,NGBOPanel,EPSRC ICT Responsive Mode - Mar 2012,2012-03-07,"Hulkes, Alex"
1-KWAUD,NGBOPanel,Programme & Large Grant Interviews (8 March 2012) Eng,2012-03-08,"Soulsby, Susan"
1-GE81B,NGBOPanel,Carbon Capture and Storage for Natural Gas Power Stations,2012-03-09,"Williams, Jacqui"
1-DWM54,NGBOPanel,EPSRC Mathematics Fellowships - March 2012,2012-03-13,"Blackstone, Vivienne"
1-LM76Z,NGBOPanel,EPSRC ICT Fellowship Interviews - March 2012,2012-03-13,"Turner, Christina"
1-M67LK,NGBOPanel,TEDDI,2012-03-15,"Holtum, David"
1-J5YOM,NGBOPanel,EPSRC Energy Storage Grand Challenge Interview Panel,2012-03-15,NA
1-L3RSX,NGBOPanel,End Use in Energy Demand (EUED) Research Centres Outlines,2012-03-19,"Holtum, David"
1-K1299,NGBOPanel,Engineering Prioritisation Meeting - 20 March 2012,2012-03-20,"Hanlon, Tracy"
1-NJQLR,NGBOPanel,Manufacturing the Future-Centres for Doctoral Training,2012-03-28,"Fleming, James"
1-OULZ4,NGBOPanel,Platform Grant Outlines 16 April 2012,2012-04-16,NA
1-OV8SC,NGBOPanel,Programme Grant Outlines 16 April 2012,2012-04-16,"King, Emma"
1-M3YSJ,NGBOPanel,Innovation and  Knowledge Centres (CP1) Swansea,2012-04-17,"Heathman, Robert"
1-KVB99,NGBOPanel,EPSRC/DSTL Signal Processing in a Networked Battlespace - Outlines,2012-04-18,"Brown, Zoe"
1-DSDMP,NGBOPanel,EPSRC Physical Sciences Materials - April,2012-04-18,"Birch, Nigel"
1-KI08P,NGBOPanel,EPSRC Physical Sciences Physics - April,2012-04-18,"James, Natalie"
1-KI096,NGBOPanel,EPSRC Physical Sciences Chemistry - April 2012,2012-04-18,"Sweet, Martin"
1-J84CD,NGBOPanel,Future ICT-enabled Manufacturing Outlines,2012-04-19,NA
1-C9H59,NGBOPanel,EPSRC ICT Responsive Mode - Apr 2012,2012-04-24,"Hulkes, Alex"
1-N1KC5,NGBOPanel,EPSRC Equipment Business Case - April 2012,2012-04-25,"Douglas, Susie"
1-K129Z,NGBOPanel,Engineering Prioritisation Meeting - 9 May 2012,2012-05-09,"Hanlon, Tracy"
1-O8O6N,NGBOPanel,EPSRC Physical Sciences Fellowships Interview Panel 29th May,2012-05-29,"Howes, Amanda"
1-JYLFC,NGBOPanel,Programme Grant Interviews - 6 June 2012 (Physical Sciences),2012-06-05,"King, Emma"
1-C9H5W,NGBOPanel,EPSRC ICT Responsive Mode - Jun 2012,2012-06-06,"Hulkes, Alex"
1-L4A0F,NGBOPanel,Programme Grant Interviews - 7 June 2012 (ICT),2012-06-07,"Brown, Zoe"
1-L4A3H,NGBOPanel,Programme Grant Interviews - 8 June 2012 (Engineering),2012-06-08,"Soulsby, Susan"
1-PI5II,NGBOPanel,Programme Grant Outlines 11 June 2012,2012-06-11,"King, Emma"
1-PI5O5,NGBOPanel,Platform Grant Outlines 11 June 2012,2012-06-11,"Ghaffar, Talit"
1-K12AF,NGBOPanel,Engineering Prioritisation Meeting - 15 June 2012,2012-06-15,"Soulsby, Susan"
1-PI0M9,NGBOPanel, Cyber Research Institute,2012-06-15,"Hulkes, Alex"
1-V84P1,NGBOPanel,EPSRC Centre for Innovative Manufacturing (Outlines),2012-06-22,"Farrow, Anne"
1-VG5V7,NGBOPanel,The Big Pitch: Quantum Physics (Pre-Pitch Panel),2012-06-28,"Howes, Amanda"
1-DWPW3,NGBOPanel,Mathematics Prioritisation Panel Meeting July 2012,2012-07-04,"Wong, Maisie"
1-VGGWG,NGBOPanel,The Big Pitch: Quantum Physics (Pitch Panel),2012-07-17,"Howes, Amanda"
1-C9H6J,NGBOPanel,EPSRC ICT Responsive Mode - July 2012,2012-07-18,"Hulkes, Alex"
1-V3V8W,NGBOPanel,EPSRC Equipment Business Case - 24th-25th July 2012,2012-07-24,"Douglas, Susie"
1-NVC8N,NGBOPanel,EPSRC Physical Sciences Chemistry - July 2012,2012-07-25,"Birch, Nigel"
1-NVC6W,NGBOPanel,EPSRC Physical Sciences Materials - July,2012-07-26,"Birch, Nigel"
1-NVC7Q,NGBOPanel,EPSRC Physical Sciences Physics - July,2012-07-26,"Felstead, Robert"
1-WYNJR,NGBOPanel,EPSRC - Consortia for exploratory research in security,2012-07-31,"Hulkes, Alex"
1-K12AV,NGBOPanel,Engineering Prioritisation Meeting - 31 July,2012-07-31,"Soulsby, Susan"
1-NOEWI,NGBOPanel,EPSRC Mathematics Fellowships - August 2012,2012-08-01,"Blackstone, Vivienne"
1-W17P1,NGBOPanel,NSFC Smart Grids,2012-08-07,"Riches, Samantha"
1-PI5LD,NGBOPanel,Programme Grant Outlines 14 and 15 August 2012,2012-08-14,"King, Emma"
1-PI5Q4,NGBOPanel,Platform Grant Outlines 14 and 15 August 2012,2012-08-14,"Ghaffar, Talit"
1-V6GNZ,NGBOPanel,EPSRC ICT Fellowships Interviews - Aug 2012,2012-08-30,"Howard, Diane"
1-UXVRB,NGBOPanel,EPSRC ICT Responsive Mode - Sep 2012,2012-09-04,"Hulkes, Alex"
1-WKXII,NGBOPanel,EPSRC : Research in the Wild,2012-09-07,"Collins, Hannah"
1-K12BB,NGBOPanel,Engineering Prioritisation Meeting - 12 Sept 2012,2012-09-12,"Miles, Steven"
1-VBN12,NGBOPanel,Mathematics Prioritisation Panel Meeting September 2012,2012-09-18,"Blackstone, Vivienne"
1-UFDVU,NGBOPanel,EPSRC Physical Sciences Fellowships Interview Panel 19th-20th September,2012-09-19,"Crook, Simon"
1-ZV4G9,NGBOPanel,EPSRC SADEA Outlines Sept 2012,2012-09-25,"Turner, Christina"
1-UN1JW,NGBOPanel,EPSRC Physical Sciences Materials - September 2012,2012-09-26,"Crook, Simon"
1-UN1XF,NGBOPanel,EPSRC Physical Sciences Physics - September 2012,2012-09-26,"Howes, Amanda"
1-UNG19,NGBOPanel,EPSRC Physical Sciences Chemistry - September 2012,2012-09-26,"Berry, Alexandra"
1-YNWHA,NGBOPanel,Programme for Simulation Innovation (JLR),2012-10-03,NA
1-YRUW2,NGBOPanel,Programme Grant & Fellowships Interviews - 9 & 10 October 2012 (Eng),2012-10-09,"Soulsby, Susan"
1-HUM6H,NGBOPanel,EPSRC ICT Responsive Mode - Oct 2012,2012-10-09,"Hulkes, Alex"
1-YCXVL,NGBOPanel,EPSRC Sustainable Chemical Feedstocks,2012-10-16,"Lawrence, Andrew"
1-V2NRY,NGBOPanel,End Use in Energy Demand (fulls),2012-10-17,"Holtum, David"
1-YFNAB,NGBOPanel,Catalysis Hub,2012-10-18,"Sweet, Martin"
1-PI5LQ,NGBOPanel,Programme Grant Outlines 19 October 2012,2012-10-19,"King, Emma"
1-PI5SZ,NGBOPanel,Platform Grant Outlines 19 October 2012,2012-10-19,"Ghaffar, Talit"
1-D93L3,NGBOPanel,Platform Grant Interviews 22 October 2012,2012-10-22,"Ghaffar, Talit"
1-ZCBCT,NGBOPanel,EPSRC Equipment Business Case - 24th and 25th October 2012,2012-10-24,"Ball, Matthew"
1-YLP7L,NGBOPanel,GSE Full Proposal Sift,2012-10-24,"White, Christopher"
1-K12BR,NGBOPanel,Engineering Prioritisation Meeting - 30 Oct 2012,2012-10-30,"Miles, Steven"
1-ZV86L,NGBOPanel,Graphene Engineering Sift,2012-10-31,"Lawrence, Andrew"
1-TM70D,NGBOPanel,*ICT*,2012-11-06,"Hulkes, Alex"
1-V2W3B,NGBOPanel,Future ICT-enabled Manufacuring (Fulls),2012-11-07,NA
1-WY7VT,NGBOPanel,EPSRC Supergen Marine Challenge 2,2012-11-07,"Preece, Lewis"
1-K1IJJ,NGBOPanel,Engineering Prioritisation Meeting - 9 Nov 2012,2012-11-09,"Hanlon, Tracy"
1-14ZI2W,NGBOPanel,Manufacturing the Future Fellowships,2012-11-14,NA
1-ZV87Q,NGBOPanel,Graphene Engineering Interview,2012-11-15,"Lawrence, Andrew"
1-X7IYT,NGBOPanel,Programme Grant Interviews - 20 November 2012 (Physical Sciences),2012-11-20,"Howes, Amanda"
1-XK62I,NGBOPanel,EPSRC Physical Sciences Fellowships Interview Panel 21st and 22nd Nov,2012-11-21,"Williamson, Clare"
1-HUM71,NGBOPanel,EPSRC ICT Responsive Mode - Nov 2012,2012-11-21,"Hulkes, Alex"
1-LPB1H,NGBOPanel,Programme Grant Interviews - 22 & 23 November 2012 (ICT),2012-11-22,"Brown, Zoe"
1-10PJHI,NGBOPanel,EPSRC Future Conventional Power Research Consortium,2012-11-22,"Williams, Jacqui"
1-ZC1A8,NGBOPanel,Flexible & Reconfigurable Manufacturing Systems Panel,2012-11-26,"Chapman, Antony"
1-ZTF8M,NGBOPanel,EPSRC Engineering Research Challenges in Healthcare Call,2012-11-27,"Soulsby, Susan"
1-YLP88,NGBOPanel,GSE Interview,2012-11-29,"White, Christopher"
1-UN1X9,NGBOPanel,EPSRC Physical Sciences Materials - December 2012,2012-12-05,"Birch, Nigel"
1-UN1XV,NGBOPanel,EPSRC Physical Sciences Physics - December 2012,2012-12-05,"Matthewman, Richard"
1-UNG23,NGBOPanel,EPSRC Physical Sciences Chemistry Panel - December 2012,2012-12-05,"Sweet, Martin"
1-11KFVB,NGBOPanel,EPSRC/DSTL Signal Processing in a Networked Battlespace - Full Proposals,2012-12-05,"Brown, Zoe"
1-X0BMB,NGBOPanel,Mathematics Prioritisation Panel Meeting December 2012,2012-12-06,"Cook, Nick"
1-14BICX,NGBOPanel,Inspire (Physical Sciences) 2012,2012-12-10,"Howes, Amanda"
1-PI5VS,NGBOPanel,Platform Grant Outlines 17 December 2012,2012-12-17,"Ghaffar, Talit"
1-PI5M9,NGBOPanel,Programme Grant Outlines 17 December 2012,2012-12-17,"King, Emma"
1-14H5R4,NGBOPanel,EPSRC ICT Responsive Mode - Jan 2013,2013-01-16,"Hulkes, Alex"
1-134ZP8,NGBOPanel,EPSRC: Infrastructure Business Models,2013-01-21,"Batchelor, Caroline"
1-116MYC,NGBOPanel,SUPERGEN Solar Energy Challenges,2013-01-23,"Bateman, Neil"
1-155MAM,NGBOPanel,EPSRC Research Institute APA & V,2013-01-23,"Hulkes, Alex"
1-11SYY4,NGBOPanel,Engineering Prioritisation Meeting - 24/25 January 2013,2013-01-24,"Edwards, Janet"
1-14BD43,NGBOPanel,EPSRC Mathematics Fellowships Interviews - January 2013,2013-01-30,"Blackstone, Vivienne"
1-15OSM1,NGBOPanel,UK & India Partnership in AMR Sift Meeting,2013-01-30,"Chapman, Antony"
1-Y3LL2,NGBOPanel,EPSRC CDTs in Cyber Security,2013-01-31,"Hulkes, Alex"
1-14JX0D,NGBOPanel,HEC Consortia,2013-02-04,NA
1-14LQLO,NGBOPanel,HEC Consortia,2013-02-04,"Emmerson, Daniel"
1-14J3QH,NGBOPanel,EPSRC Centres for Innovative Manufacturing,2013-02-05,"Farrow, Anne"
1-13Y84F,NGBOPanel,EPSRC HT IRCs,2013-02-06,"Maytum, Hannah"
1-PI5N6,NGBOPanel,Programme Grant Outlines 11 February 2013,2013-02-11,"King, Emma"
1-PI5X9,NGBOPanel,Platform Grant Outlines 11 February 2013,2013-02-11,"Ghaffar, Talit"
1-15MDCW,NGBOPanel,EPSRC Equipment Business Case - February 2013,2013-02-12,"Ball, Matthew"
1-15B4CU,NGBOPanel,Programme Grant Interviews - 13 & 14 February 2013 (ICT),2013-02-13,"Lodge, Matthew"
1-17FA1I,NGBOPanel,EPSRC Software Infrastructure,2013-02-18,"Emmerson, Daniel"
1-14M44A,NGBOPanel,Maths-Manufacturing Call Prioritisation Panel,2013-02-19,"Farrow, Anne"
1-147H46,NGBOPanel,EPSRC CEReS  Feb 2013,2013-02-20,"Hulkes, Alex"
1-X7IZ2,NGBOPanel,Programme Grant Interviews - 20 & 21 February 2013 (Physical Sciences),2013-02-20,"King, Emma"
1-175IP2,NGBOPanel,EPSRC Manufacturing Fellowships,2013-02-20,"Chapman, Antony"
1-14LUVX,NGBOPanel,Programme Grant Interviews - 21 & 22 February 2013 (Engineering),2013-02-21,"Soulsby, Susan"
1-15CP8P,NGBOPanel,ICT Fellowships Interview Meeting - Feb 2013,2013-02-21,"Turner, Christina"
1-17R92U,NGBOPanel,Eng Fellowships Interview Meeting - Feb 2013,2013-02-25,"Edwards, Janet"
1-144Z58,NGBOPanel,Nanotechnology GC3 Stage Gate,2013-02-26,"Williams, Jacqui"
1-12TD88,NGBOPanel,NEM in the DE - Sift,2013-02-26,"McAnally, Carol"
1-ZBWAT,NGBOPanel,EPSRC Physical Sciences Materials - February 2013,2013-02-26,"Crook, Simon"
1-ZBWBE,NGBOPanel,EPSRC Physical Sciences Physics - February 2013,2013-02-26,"Howes, Amanda"
1-1262Y8,NGBOPanel,EPSRC Physical Sciences Chemistry - February 2013,2013-02-26,"Berry, Alexandra"
1-14HOWG,NGBOPanel,EPSRC ICT Responsive Mode - Feb 2013,2013-02-27,"Hulkes, Alex"
1-192FNH,NGBOPanel,EPSRC Physical Sciences Energy â€“ February 2013,2013-02-27,"Birch, Nigel"
1-171P4B,NGBOPanel,SUPERGEN Bioenergy Challenge,2013-02-27,"Bateman, Neil"
1-19WGKT,NGBOPanel,Underpinning Power Electronics - 27 February 2013,2013-02-27,"Ball, Matthew"
1-UYZRA,NGBOPanel,Platform Grant Interviews - 28 Feb & 1 March 2013,2013-02-28,"Brown, Zoe"
1-116MXX,NGBOPanel,SUPERGEN Hydrogen and Fuel Cells Challenges,2013-03-01,"Preece, Lewis"
1-1B2P5H,NGBOPanel,UK & India Partnership in AMR Joint Panel Meeting,2013-03-01,"Chapman, Antony"
