panel_id,panel_type,funding_priority_list,funded,unfunded,referred_to_a_later_panel,decision_still_awaited,funding_rate_percent_of_grant_number,summary_row,table_type,full_proposals_invited,full_proposals_declined,invited_for_interview,not_invited_for_interview,final_decision_yet_to_be_made,not_funded
1-1KA63D,NGBOPanel,STANDARD,6,6,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1KA63D,NGBOPanel,MAIN LIST,6,6,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1G16UR,NGBOPanel,STANDARD,5,9,0,0,35,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1G16UR,NGBOPanel,MAIN LIST,5,9,0,0,35,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1F64MT,NGBOPanel,STANDARD,12,22,0,0,35,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1F64MT,NGBOPanel,MAIN LIST,12,22,0,0,35,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1R46YN,NGBOPanel,STANDARD,4,5,1,0,44,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1R46YN,NGBOPanel,MAIN LIST,3,5,1,0,37,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1R46YN,NGBOPanel,XFEL,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1L1QZC,NGBOPanel,STANDARD,18,28,0,0,39,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1L1QZC,NGBOPanel,FIRST GRANTS,9,10,0,0,47,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1L1QZC,NGBOPanel,MAIN LIST,9,18,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1YS0YK,NGBOPanel,STANDARD,1,2,0,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1YS0YK,NGBOPanel,PROGRAMME LIST,1,2,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1P51U9,NGBOPanel,STANDARD,5,4,0,0,55,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1P51U9,NGBOPanel,EARLY CAREER,3,4,0,0,42,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1P51U9,NGBOPanel,ESTABLISHED CAREER,2,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1I5HQJ,NGBOPanel,STANDARD,6,6,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1I5HQJ,NGBOPanel,EARLY CAREER,2,4,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1I5HQJ,NGBOPanel,ESTABLISHED CAREER,2,2,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1I5HQJ,NGBOPanel,POSTDOCTORAL,2,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PKU0A,NGBOPanel,STANDARD,11,5,0,0,68,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PKU0A,NGBOPanel,EARLY CAREER,8,2,0,0,80,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PKU0A,NGBOPanel,ESTABLISHED CAREER,3,3,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RQ4N9,NGBOPanel,STANDARD,4,4,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RQ4N9,NGBOPanel,EARLY CAREER,4,2,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RQ4N9,NGBOPanel,ESTABLISHED CAREER,0,2,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1JK4TE,NGBOPanel,STANDARD,2,0,1,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1JK4TE,NGBOPanel,MAIN LIST,2,0,1,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RQ4MM,NGBOPanel,STANDARD,2,8,0,0,20,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RQ4MM,NGBOPanel,EARLY CAREER,2,5,0,0,28,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RQ4MM,NGBOPanel,ESTABLISHED CAREER,0,3,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1ZAC9A,NGBOPanel,STANDARD,1,3,0,0,25,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1ZAC9A,NGBOPanel,MAIN LIST,1,3,0,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSIZD,NGBOPanel,STANDARD,13,18,4,0,41,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSIZD,NGBOPanel,FIRST GRANTS,7,4,1,0,63,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSIZD,NGBOPanel,STANDARD GRANTS,6,14,3,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1O29A1,NGBOPanel,STANDARD,3,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1O29A1,NGBOPanel,ENGINEERING,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1O29A1,NGBOPanel,PHYSICAL SCIENCES,2,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OIDPP,NGBOPanel,STANDARD,14,42,7,0,25,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OIDPP,NGBOPanel,FELLOWSHIP,0,1,5,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OIDPP,NGBOPanel,FIRST GRANT,8,20,1,0,28,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OIDPP,NGBOPanel,MAIN LIST,6,21,1,0,22,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OO0VN,NGBOPanel,STANDARD,3,1,0,0,75,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OO0VN,NGBOPanel,MAIN LIST,3,1,0,0,75,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OTR3N,NGBOPanel,STANDARD,13,13,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OTR3N,NGBOPanel,FIRST GRANTS,6,2,0,0,75,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OTR3N,NGBOPanel,STANDARD GRANTS,7,11,0,0,38,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OTR2X,NGBOPanel,STANDARD,13,15,1,0,46,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OTR2X,NGBOPanel,FIRST GRANTS,5,7,0,0,41,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OTR2X,NGBOPanel,STANDARD GRANTS,8,8,1,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OTR4M,NGBOPanel,STANDARD,7,9,0,0,43,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OTR4M,NGBOPanel,FIRST GRANTS,2,5,0,0,28,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OTR4M,NGBOPanel,STANDARD GRANTS,5,4,0,0,55,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RWXXZ,NGBOPanel,STANDARD,1,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RWXXZ,NGBOPanel,MAIN LIST,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OMXAT,NGBOPanel,STANDARD,6,21,0,0,22,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OMXAT,NGBOPanel,MAIN LIST,6,21,0,0,22,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1G4FFB,NGBOPanel,STANDARD,7,9,0,0,43,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1G4FFB,NGBOPanel,MAIN LIST,7,9,0,0,43,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-22JCPW,NGBOPanel,STANDARD,1,1,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-22JCPW,NGBOPanel,MAIN LIST,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1N5UI5,NGBOPanel,STANDARD,1,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1N5UI5,NGBOPanel,MAIN LIST,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1LJ9CY,NGBOPanel,STANDARD,3,0,1,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1LJ9CY,NGBOPanel,NEW,1,0,1,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1LJ9CY,NGBOPanel,RENEWAL,2,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ24,NGBOPanel,STANDARD,9,12,3,0,42,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ24,NGBOPanel,FIRST GRANTS,6,3,1,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ24,NGBOPanel,STANDARD GRANTS,3,9,2,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RCX3I,NGBOPanel,STANDARD,2,3,0,0,40,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RCX3I,NGBOPanel,MAIN LIST,2,3,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1KTC5T,NGBOPanel,STANDARD,5,17,0,0,22,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1KTC5T,NGBOPanel,MAIN LIST,5,17,0,0,22,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1R46ZN,NGBOPanel,STANDARD,1,3,1,0,25,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1R46ZN,NGBOPanel,MAIN LIST,1,3,1,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1MXB0G,NGBOPanel,STANDARD,16,33,10,0,32,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1MXB0G,NGBOPanel,FELLOWSHIPS,0,22,9,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1MXB0G,NGBOPanel,FIRST GRANTS,8,4,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1MXB0G,NGBOPanel,MAIN LIST,8,7,1,0,53,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2CCK9R,NGBOPanel,STANDARD,15,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2CCK9R,NGBOPanel,MAIN LIST,15,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OJYOQ,NGBOPanel,STANDARD,9,30,0,0,23,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OJYOQ,NGBOPanel,FELLOWSHIP,0,4,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OJYOQ,NGBOPanel,FIRST GRANT,4,7,0,0,36,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OJYOQ,NGBOPanel,MAIN LIST,5,18,0,0,21,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OJYOQ,NGBOPanel,NETWORK,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OO151,NGBOPanel,STANDARD,4,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OO151,NGBOPanel,MAIN LIST,4,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1NXMUH,NGBOPanel,STANDARD,4,6,0,0,40,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1NXMUH,NGBOPanel,MAIN LIST,4,6,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ3V,NGBOPanel,STANDARD,12,14,13,0,46,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ3V,NGBOPanel,DIGITAL ECONOMY FELLOWSHIPS,0,4,6,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ3V,NGBOPanel,ICT FELLOWSHIPS,0,4,6,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ3V,NGBOPanel,ICT FIRST GRANTS,3,1,0,0,75,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ3V,NGBOPanel,ICT STANDARD GRANTS,9,5,1,0,64,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RRX7I,NGBOPanel,STANDARD,10,19,5,0,34,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RRX7I,NGBOPanel,FELLOWSHIPS,0,10,5,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RRX7I,NGBOPanel,FIRST GRANTS,6,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RRX7I,NGBOPanel,STANDARD GRANTS,4,9,0,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RRXH2,NGBOPanel,STANDARD,8,25,4,0,24,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RRXH2,NGBOPanel,FELLOWSHIPS,0,8,4,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RRXH2,NGBOPanel,FIRST GRANTS,1,3,0,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RRXH2,NGBOPanel,STANDARD GRANTS,7,14,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2099JQ,NGBOPanel,STANDARD,3,6,0,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2099JQ,NGBOPanel,FELLOWSHIPS,3,6,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RDD9X,NGBOPanel,STANDARD,6,17,5,0,26,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RDD9X,NGBOPanel,FELLOWSHIPS,0,13,5,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RDD9X,NGBOPanel,FIRST GRANTS,3,2,0,0,60,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RDD9X,NGBOPanel,STANDARD GRANTS,3,2,0,0,60,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1SBLHN,NGBOPanel,STANDARD,3,13,0,0,18,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1SBLHN,NGBOPanel,MAIN LIST,3,13,0,0,18,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1QFJBT,NGBOPanel,STANDARD,9,15,0,0,37,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1QFJBT,NGBOPanel,CEE,1,2,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1QFJBT,NGBOPanel,CIED,2,3,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1QFJBT,NGBOPanel,CSEF,1,3,0,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1QFJBT,NGBOPanel,DEMAND,2,4,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1QFJBT,NGBOPanel,ISTUTE,2,1,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1QFJBT,NGBOPanel,UKINDEMAND,1,2,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OJYU6,NGBOPanel,STANDARD,10,28,11,0,26,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OJYU6,NGBOPanel,FELLOWSHIP,0,3,9,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OJYU6,NGBOPanel,FIRST GRANT,5,5,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OJYU6,NGBOPanel,MAIN LIST,5,20,2,0,20,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OVZWE,NGBOPanel,STANDARD,9,32,0,0,21,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OVZWE,NGBOPanel,MAIN LIST,9,32,0,0,21,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-22F54K,NGBOPanel,STANDARD,3,2,0,0,60,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-22F54K,NGBOPanel,MAIN LIST,3,2,0,0,60,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PJIPH,NGBOPanel,STANDARD,4,6,0,0,40,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PJIPH,NGBOPanel,MAIN LIST,4,6,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RZ09K,NGBOPanel,STANDARD,4,4,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RZ09K,NGBOPanel,MAIN LIST,4,4,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1R9WE5,NGBOPanel,STANDARD,9,5,0,0,64,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1R9WE5,NGBOPanel,EARLY CAREER,4,4,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1R9WE5,NGBOPanel,ESTABLISHED CAREER,2,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1R9WE5,NGBOPanel,POSTDOCTORAL,3,1,0,0,75,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-22SPB0,NGBOPanel,STANDARD,5,4,0,0,55,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-22SPB0,NGBOPanel,MAIN LIST,5,4,0,0,55,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2AIMSB,NGBOPanel,STANDARD,4,6,0,0,40,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2AIMSB,NGBOPanel,MAIN LIST,4,6,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-237QLX,NGBOPanel,STANDARD,4,2,0,0,66,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-237QLX,NGBOPanel,MAIN LIST,4,2,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ5A,NGBOPanel,STANDARD,15,16,3,0,48,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ5A,NGBOPanel,FIRST GRANTS,8,6,2,0,57,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ5A,NGBOPanel,STANDARD GRANTS,7,10,1,0,41,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1ZAC4J,NGBOPanel,STANDARD,14,18,0,0,43,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1ZAC4J,NGBOPanel,FIRST GRANTS,9,6,0,0,60,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1ZAC4J,NGBOPanel,STANDARD GRANTS,5,12,0,0,29,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1SDBZN,NGBOPanel,STANDARD,2,9,0,0,18,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1SDBZN,NGBOPanel,MAIN LIST,2,9,0,0,18,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1YXES7,NGBOPanel,STANDARD,9,38,0,0,19,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1YXES7,NGBOPanel,CCP FLAGSHIPS,3,2,0,0,60,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1YXES7,NGBOPanel,MAIN LIST,6,36,0,0,14,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1SHZQR,NGBOPanel,STANDARD,3,2,0,0,60,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1SHZQR,NGBOPanel,NEW,1,1,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1SHZQR,NGBOPanel,RENEWAL,2,1,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2B7R3Y,NGBOPanel,STANDARD,2,4,0,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2B7R3Y,NGBOPanel,EARLY CAREER,0,3,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2B7R3Y,NGBOPanel,ESTABLISHED CAREER,2,1,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RZSYC,NGBOPanel,STANDARD,7,12,0,0,36,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RZSYC,NGBOPanel,FIRST GRANTS,3,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RZSYC,NGBOPanel,STANDARD GRANTS,4,12,0,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RZT2E,NGBOPanel,STANDARD,5,9,2,0,35,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RZT2E,NGBOPanel,FIRST GRANTS,0,1,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RZT2E,NGBOPanel,STANDARD GRANTS,5,8,2,0,38,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RZSYK,NGBOPanel,STANDARD,4,11,0,0,26,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RZSYK,NGBOPanel,STANDARD GRANTS,4,11,0,0,26,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2FFVOL,NGBOPanel,STANDARD,0,5,10,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2FFVOL,NGBOPanel,MAIN LIST,0,5,10,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2FT6GX,NGBOPanel,STANDARD,3,7,0,0,30,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2FT6GX,NGBOPanel,MAIN LIST,3,7,0,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OM5X7,NGBOPanel,STANDARD,17,20,2,0,45,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OM5X7,NGBOPanel,FELLOWSHIP,0,2,2,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OM5X7,NGBOPanel,FIRST GRANT,4,5,0,0,44,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OM5X7,NGBOPanel,FIRST GRANT (HEALTHCARE),4,2,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OM5X7,NGBOPanel,MAIN LIST,5,8,0,0,38,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OM5X7,NGBOPanel,MAIN LIST (HEALTHCARE),4,3,0,0,57,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ63,NGBOPanel,STANDARD,10,6,3,0,62,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ63,NGBOPanel,FIRST GRANTS,6,4,1,0,60,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ63,NGBOPanel,STANDARD GRANTS,4,2,2,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1O29FC,NGBOPanel,STANDARD,5,3,1,0,62,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1O29FC,NGBOPanel,CATALYSIS HUB,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1O29FC,NGBOPanel,MAIN LIST,4,3,1,0,57,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2342VD,NGBOPanel,STANDARD,7,9,0,0,43,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2342VD,NGBOPanel,EQUIPMENT PROPOSALS,2,2,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2342VD,NGBOPanel,MAIN LIST,5,7,0,0,41,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2GV3YP,NGBOPanel,STANDARD,4,8,0,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2GV3YP,NGBOPanel,MAIN LIST,4,8,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RF4M1,NGBOPanel,STANDARD,5,6,0,0,45,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RF4M1,NGBOPanel,EARLY CAREER FELLOWSHIP,1,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1RF4M1,NGBOPanel,MAIN LIST,4,6,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2BO12P,NGBOPanel,STANDARD,2,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2BO12P,NGBOPanel,MAIN LIST,2,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2CNVIN,NGBOPanel,STANDARD,2,2,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2CNVIN,NGBOPanel,MAIN LIST,2,2,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-28XA7X,NGBOPanel,STANDARD,12,6,0,0,66,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-28XA7X,NGBOPanel,MAIN LIST,12,6,0,0,66,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-29A9ZL,NGBOPanel,STANDARD,12,25,15,0,32,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-29A9ZL,NGBOPanel,FELLOWSHIPS,0,13,12,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-29A9ZL,NGBOPanel,FIRST GRANTS,5,3,0,0,62,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-29A9ZL,NGBOPanel,MAIN LIST,7,9,3,0,43,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2218KU,NGBOPanel,STANDARD,6,4,0,0,60,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2218KU,NGBOPanel,MAIN LIST,6,4,0,0,60,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2C2L5B,NGBOPanel,STANDARD,2,2,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2C2L5B,NGBOPanel,MAIN LIST,2,2,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-447IPX,NGBOPanel,STANDARD,9,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-447IPX,NGBOPanel,MAIN LIST,9,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ6M,NGBOPanel,STANDARD,21,21,10,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ6M,NGBOPanel,ICT FIRST GRANTS,9,5,3,0,64,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ6M,NGBOPanel,ICT STANDARD GRANTS,12,16,7,0,42,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-28WZCG,NGBOPanel,STANDARD,3,4,0,0,42,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-28WZCG,NGBOPanel,MAIN LIST,3,4,0,0,42,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
