panel_id,panel_type,funding_priority_list,funded,unfunded,referred_to_a_later_panel,decision_still_awaited,funding_rate_percent_of_grant_value,summary_row,table_type,full_proposals_invited,full_proposals_declined,invited_for_interview,not_invited_for_interview,final_decision_yet_to_be_made,not_funded
1-1OM629,NGBOPanel,FELLOWSHIPS - MTF,0,682158,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1OM629,NGBOPanel,FELLOWSHIPS - ENERGY,1037754,2083713,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IQUOH,NGBOPanel,STANDARD,5193338,11408190,0,0,31,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IQUOH,NGBOPanel,HEALTHCARE,0,5366288,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IQUOH,NGBOPanel,MAIN LIST,5193338,6041902,0,0,46,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-24GSZV,NGBOPanel,STANDARD,5755614,14693969,0,0,28,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-24GSZV,NGBOPanel,MAIN LIST,5755614,14693969,0,0,28,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2F4FNU,NGBOPanel,STANDARD,4026844,7285732,831931,0,35,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2F4FNU,NGBOPanel,FIRST GRANTS,857057,1271036,0,0,40,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2F4FNU,NGBOPanel,STANDARD GRANTS,3169787,6014696,831931,0,34,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2QIA9B,NGBOPanel,STANDARD,23240410,14172201,0,0,62,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2QIA9B,NGBOPanel,MAIN LIST,23240410,14172201,0,0,62,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IXCCN,NGBOPanel,STANDARD,4975436,5947944,0,0,45,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IXCCN,NGBOPanel,EARLY CAREER,1859934,1964384,0,0,48,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IXCCN,NGBOPanel,ESTABLISHED CAREER,3115502,3983560,0,0,43,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IMZ8Z,NGBOPanel,STANDARD,2603916,4332428,0,0,37,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IMZ8Z,NGBOPanel,EARLY CAREER FELLOWSHIP,1016559,3020553,0,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IMZ8Z,NGBOPanel,ESTABLISHED CAREER FELLOWSHIP,1587356,1311875,0,0,54,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ8G,NGBOPanel,STANDARD,5354097,13112244,776875,0,28,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ8G,NGBOPanel,ICT FIRST GRANTS,394398,595228,0,0,39,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-1PSJ8G,NGBOPanel,ICT STANDARD GRANTS,4959699,12517017,776875,0,28,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IUN28,NGBOPanel,STANDARD,5852570,6482595,0,0,47,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IUN28,NGBOPanel,EARLY CAREER,1648680,4985670,0,0,24,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IUN28,NGBOPanel,ESTABLISHED CAREER,3331168,1217354,0,0,73,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IUN28,NGBOPanel,HEALTHCARE,872722,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IUN28,NGBOPanel,POSTDOCTORAL,0,279571,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2GUZCU,NGBOPanel,STANDARD,5356165,9359507,0,0,36,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2GUZCU,NGBOPanel,MAIN LIST,5356165,9359507,0,0,36,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2LD035,NGBOPanel,STANDARD,806647,12017263,23578,0,6,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2LD035,NGBOPanel,ITEMS UNDER Â£0.5M,25793,3373764,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2LD035,NGBOPanel,MAIN,804431,15631528,0,0,4,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2BJ60Z,NGBOPanel,STANDARD,2223068,4758322,0,0,31,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2BJ60Z,NGBOPanel,MAIN LIST,2223068,4758322,0,0,31,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JHN68,NGBOPanel,STANDARD,3179071,1760868,0,0,64,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JHN68,NGBOPanel,ENERGY,1037754,848302,0,0,55,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JHN68,NGBOPanel,HEALTHCARE,1046902,912566,0,0,53,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JHN68,NGBOPanel,MAIN LIST,1094415,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4M7C,NGBOPanel,STANDARD,4962777,6529629,98465,0,43,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4M7C,NGBOPanel,ICT FIRST GRANTS,567317,659936,98465,0,46,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4M7C,NGBOPanel,ICT STANDARD GRANTS,4395460,5869693,0,0,42,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAT7,NGBOPanel,STANDARD,6401674,17170022,1606474,0,27,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAT7,NGBOPanel,FELLOWSHIPS-ENGINEERING,1606474,1662702,0,0,49,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAT7,NGBOPanel,FIRST GRANTS - ENGINEERING,493786,634102,0,0,43,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAT7,NGBOPanel,FIRST GRANTS-HEALTHCARE,100277,99982,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAT7,NGBOPanel,STANDARD MODE  - ENGINEERING,5807611,14118349,0,0,29,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAT7,NGBOPanel,STANDARD MODE - HEALTHCARE,0,968849,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2NU538,NGBOPanel,STANDARD,11923779,9563775,0,0,55,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2NU538,NGBOPanel,MAIN LIST,11923779,9563775,0,0,55,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2UT4Q1,NGBOPanel,STANDARD,3511602,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2UT4Q1,NGBOPanel,MAIN LIST,3511602,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2M1V99,NGBOPanel,STANDARD,3702014,1611747,0,0,69,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2M1V99,NGBOPanel,LIST 1,2011386,827654,0,0,70,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2M1V99,NGBOPanel,LIST 2,1690628,784093,0,0,68,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2HF196,NGBOPanel,STANDARD,7780553,13547923,0,0,36,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2HF196,NGBOPanel,MAIN LIST,7780553,13547923,0,0,36,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2D6JYU,NGBOPanel,STANDARD,1839473,12792019,1227972,0,12,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2D6JYU,NGBOPanel,FIRST GRANTS,309891,199623,0,0,60,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2D6JYU,NGBOPanel,STANDARD GRANTS,2757554,12592397,0,0,17,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2D6JYL,NGBOPanel,STANDARD,3018113,14894826,375725,0,16,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2D6JYL,NGBOPanel,FIRST GRANTS,397519,298931,0,0,57,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2D6JYL,NGBOPanel,STANDARD GRANTS,2620594,14595895,375725,0,15,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2D6JZ3,NGBOPanel,STANDARD,2497590,10569491,0,0,19,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2D6JZ3,NGBOPanel,FIRST GRANTS,292761,199403,0,0,59,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2D6JZ3,NGBOPanel,STANDARD GRANTS,2204829,10370088,0,0,17,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2J0GKZ,NGBOPanel,STANDARD,0,9315204,7361882,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2J0GKZ,NGBOPanel,EARLY CAREER FELLOWSHIPS,3193600,13505658,0,0,19,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2J0GKZ,NGBOPanel,ESTABLISHED CAREER FELLOWSHIPS,4168282,2411242,0,0,63,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2GI0FY,NGBOPanel,STANDARD,3464826,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2GI0FY,NGBOPanel,NEW,2101558,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2GI0FY,NGBOPanel,RENEWAL,1363268,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2WI5SM,NGBOPanel,STANDARD,6134814,10649691,0,0,36,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2WI5SM,NGBOPanel,FELLOWSHIPS,0,1966478,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2WI5SM,NGBOPanel,FELLOWSHIPS - HEALTHCARE,0,929440,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2WI5SM,NGBOPanel,FIRST GRANTS,386717,580207,0,0,39,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2WI5SM,NGBOPanel,FIRST GRANTS - HEALTHCARE,99237,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2WI5SM,NGBOPanel,STANDARD GRANTS,5648860,8493490,0,0,39,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2T6589,NGBOPanel,STANDARD,603440,366957,0,0,62,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2T6589,NGBOPanel,MAIN LIST,603440,366957,0,0,62,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4MEN,NGBOPanel,STANDARD,4116430,5281367,567204,0,43,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4MEN,NGBOPanel,ICT FIRST GRANTS,297864,179310,0,0,62,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4MEN,NGBOPanel,ICT STANDARD GRANTS,3818566,5102057,567204,0,42,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2J0GLK,NGBOPanel,STANDARD,7361882,6601697,0,0,52,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2J0GLK,NGBOPanel,EARLY CAREER,3193600,4190455,0,0,43,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2J0GLK,NGBOPanel,EST CAREER,4168282,2411242,0,0,63,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2OV9Y1,NGBOPanel,STANDARD,12016544,5273125,0,0,69,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2OV9Y1,NGBOPanel,ENGINEERING,5365958,5273125,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2OV9Y1,NGBOPanel,PHYSICAL SCIENCES,6650587,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2TRHI7,NGBOPanel,STANDARD,3524405,0,0,0,100,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2TRHI7,NGBOPanel,MAIN LIST,3524405,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2SL2LF,NGBOPanel,STANDARD,3042536,11479841,0,0,20,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2SL2LF,NGBOPanel,MAIN LIST,3042536,11479841,0,0,20,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JHN76,NGBOPanel,STANDARD,1606474,1601897,0,0,50,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JHN76,NGBOPanel,MAIN LIST,1606474,1601897,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JSYQ7,NGBOPanel,STANDARD,3262926,13784123,0,0,19,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JSYQ7,NGBOPanel,MAIN LIST,3262926,13784123,0,0,19,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2UAGP3,NGBOPanel,STANDARD,0,48075575,20494155,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2UAGP3,NGBOPanel,MAIN LIST,20494155,67650018,0,0,23,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2Q1DOC,NGBOPanel,STANDARD,3826407,18785961,4037971,0,16,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2Q1DOC,NGBOPanel,FELLOWSHIPS,4037971,19777169,0,0,16,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2Q1DOC,NGBOPanel,FIRST GRANTS,789787,920027,0,0,46,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2Q1DOC,NGBOPanel,STANDARD GRANTS,3036620,4362256,0,0,41,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2XE0ON,NGBOPanel,STANDARD,1000540,7459696,13061,0,11,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2XE0ON,NGBOPanel,ITEMS BELOW Â£500K,0,299256,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2XE0ON,NGBOPanel,MAIN LIST,1013601,7160439,0,0,12,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAUF,NGBOPanel,STANDARD,3905525,8293781,632916,0,32,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAUF,NGBOPanel,FELLOWSHIPS,311689,3336640,0,0,8,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAUF,NGBOPanel,FELLOWSHIPS Â€“ HEALTHCARE,321227,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAUF,NGBOPanel,FIRST GRANTS,383820,485850,0,0,44,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAUF,NGBOPanel,FIRST GRANTS Â€“ HEALTHCARE,0,100000,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAUF,NGBOPanel,STANDARD GRANTS,3521706,7707931,0,0,31,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2R5UNP,NGBOPanel,STANDARD,2128526,2525574,0,0,45,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2R5UNP,NGBOPanel,MAIN LIST,2128526,2525574,0,0,45,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2UCZ5I,NGBOPanel,STANDARD,0,4105750,2388720,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2UCZ5I,NGBOPanel,MAIN LIST,2388720,8022537,0,0,22,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2LYZ0O,NGBOPanel,STANDARD,20494155,19574443,0,0,51,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2LYZ0O,NGBOPanel,MAIN LIST,20494155,19574443,0,0,51,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4MJ3,NGBOPanel,STANDARD,4120521,20072131,6472012,0,17,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4MJ3,NGBOPanel,DE EARLY CAREER FELLOWSHIPS,1523743,5226204,0,0,22,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4MJ3,NGBOPanel,ICT EARLY CAREER FELLOWSHIPS,1901775,8772681,0,0,17,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4MJ3,NGBOPanel,ICT ESTABLISHED CAREER FELLOWSHIPS,1005506,3436991,0,0,22,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4MJ3,NGBOPanel,ICT FIRST GRANTS,491364,274530,0,0,64,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4MJ3,NGBOPanel,ICT STANDARD GRANTS,3629157,7195682,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4MJ3,NGBOPanel,QT EARLY CAREER FELLOWSHIPS,2040989,2007105,0,0,50,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4MJ3,NGBOPanel,QT ESTABLISHED CAREER FELLOWSHIPS,0,1411118,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2H0NV5,NGBOPanel,STANDARD,3201891,15368926,2229499,0,17,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2H0NV5,NGBOPanel,FELLOWSHIPS,2229499,10268881,0,0,17,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2H0NV5,NGBOPanel,FIRST GRANTS,196665,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2H0NV5,NGBOPanel,STANDARD GRANTS,3005226,6940972,0,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2H0NVE,NGBOPanel,STANDARD,3493480,15518445,0,0,18,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2H0NVE,NGBOPanel,FELLOWSHIPS,0,10485771,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2H0NVE,NGBOPanel,FIRST GRANTS,394534,398098,0,0,49,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2H0NVE,NGBOPanel,STANDARD GRANTS,3098946,8027355,0,0,27,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2H0NUW,NGBOPanel,STANDARD,2321971,8110750,2358769,0,22,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2H0NUW,NGBOPanel,FELLOWSHIPS,2358769,5422805,0,0,30,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2H0NUW,NGBOPanel,FIRST GRANTS,0,99904,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2H0NUW,NGBOPanel,STANDARD GRANTS,2321971,5122150,0,0,31,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2VB991,NGBOPanel,STANDARD,4037971,6273492,0,0,39,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2VB991,NGBOPanel,MAIN LIST,4037971,6273492,0,0,39,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2UVNCT,NGBOPanel,STANDARD,11509683,12658023,0,0,47,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2UVNCT,NGBOPanel,MAIN LIST,11509683,12658023,0,0,47,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2SL31T,NGBOPanel,STANDARD,0,66692470,20422336,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2SL31T,NGBOPanel,CHALLENGE 1: WATER FOR ALL,3962860,21997369,0,0,15,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2SL31T,NGBOPanel,CHALLENGE 2: FUTURE CITIES,8390514,43925581,0,0,16,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2SL31T,NGBOPanel,CHALLENGE 3: ENGINEERING ACROSS LENGTH SCALES,8068962,50594425,0,0,13,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAVX,NGBOPanel,STANDARD,5021344,19190754,1672368,0,20,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAVX,NGBOPanel,FELLOWSHIPS,1672368,6899073,0,0,19,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAVX,NGBOPanel,FELLOWSHIPS Â€“ HEALTHCARE,0,1138310,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAVX,NGBOPanel,FIRST GRANTS,495263,784729,0,0,38,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAVX,NGBOPanel,FIRST GRANTS Â€“ HEALTHCARE,100307,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAVX,NGBOPanel,STANDARD GRANTS,3469684,10935387,0,0,24,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAVX,NGBOPanel,STANDARD GRANTS Â€“ HEALTHCARE,956090,891200,0,0,51,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAVX,NGBOPanel,FELLOWSHIPS - ENERGY,0,935512,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAVX,NGBOPanel,FELLOWSHIPS - LWEC,0,751326,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JLAVX,NGBOPanel,FELLOWSHIPS - MANUFACTURING,0,2416925,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JHN7U,NGBOPanel,STANDARD,311689,1867115,0,0,14,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2JHN7U,NGBOPanel,MAIN LIST,311689,1867115,0,0,14,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-32RME5,NGBOPanel,STANDARD,2990830,5867347,0,0,33,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-32RME5,NGBOPanel,MAIN LIST,2990830,5867347,0,0,33,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2ZNG56,NGBOPanel,STANDARD,0,35477611,6825293,0,0,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2ZNG56,NGBOPanel,MAIN LIST,6825293,40909115,0,0,14,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2XKE8H,NGBOPanel,STANDARD,10287959,5972881,0,0,63,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2XKE8H,NGBOPanel,PROGRAMME GRANTS,10287959,5972881,0,0,63,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-302V7N,NGBOPanel,STANDARD,2388720,3916787,0,0,37,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-302V7N,NGBOPanel,MAIN LIST,2388720,3916787,0,0,37,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4MJD,NGBOPanel,STANDARD,3549681,10211509,98860,0,25,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4MJD,NGBOPanel,ICT FIRST GRANTS,296569,1022122,98860,0,22,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2L4MJD,NGBOPanel,ICT STANDARD GRANTS,3253112,9189388,0,0,26,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IDO5W,NGBOPanel,STANDARD,5896232,6924946,0,0,45,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2IDO5W,NGBOPanel,MAIN LIST,5896232,6924946,0,0,45,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2R1BIX,NGBOPanel,STANDARD,6938649,5431504,0,0,56,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2R1BIX,NGBOPanel,MAIN LIST,6938649,5431504,0,0,56,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2HQI7X,NGBOPanel,STANDARD,5198836,7046141,0,0,42,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2HQI7X,NGBOPanel,MAIN LIST,5198836,7046141,0,0,42,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2VG9BA,NGBOPanel,STANDARD,2890070,3815719,0,0,43,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2VG9BA,NGBOPanel,FIRST GRANTS,663746,675736,0,0,49,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2VG9BA,NGBOPanel,STANDARD GRANTS,2226324,3139983,0,0,41,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-37QRKB,NGBOPanel,STANDARD,8068962,23816154,0,0,25,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-37QRKB,NGBOPanel,MAIN LIST,8068962,23816154,0,0,25,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-37QRJI,NGBOPanel,STANDARD,8390514,14141495,0,0,37,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-37QRJI,NGBOPanel,MAIN LIST,8390514,14141495,0,0,37,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2T2G4X,NGBOPanel,STANDARD,4588268,7767816,0,0,37,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2T2G4X,NGBOPanel,EARLY CAREER,2074146,3203102,0,0,39,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2T2G4X,NGBOPanel,ENERGY - EARLY CAREER,1151002,1017487,0,0,53,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2T2G4X,NGBOPanel,ESTABLISHED CAREER,1103985,3547226,0,0,23,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2T2G4X,NGBOPanel,POSTDOCTORAL,259134,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2Y7Y3N,NGBOPanel,STANDARD,4948269,7437095,0,0,39,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2Y7Y3N,NGBOPanel,ICT EARLY CAREER FELLOWSHIPS INTERVIEWS - SEPT 2015,1901775,2588986,0,0,42,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2Y7Y3N,NGBOPanel,ICT ESTABLISHED CAREER FELLOWSHIPS INTERVIEWS - SEPT 2015,1005506,3436991,0,0,22,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2Y7Y3N,NGBOPanel,QT EARLY CAREER FELLOWSHIPS INTERVIEWS - SEPT 2015,2040989,0,0,0,100,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2Y7Y3N,NGBOPanel,QT ESTABLISHED CAREER FELLOWSHIPS INTERVIEWS - SEPT 2015,0,1411118,0,0,0,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2H7W0E,NGBOPanel,STANDARD,10234481,6210598,0,0,62,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-2H7W0E,NGBOPanel,MAIN LIST,10234481,6210598,0,0,62,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
1-37QRKK,NGBOPanel,STANDARD,919038,1471682,0,0,38,TRUE,TYPE 1,NA,NA,NA,NA,NA,NA
1-37QRKK,NGBOPanel,MAIN LIST,919038,1471682,0,0,38,FALSE,TYPE 1,NA,NA,NA,NA,NA,NA
